upper_k,nprobe,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,estimated_ef_sum_per_query,avg_physical_peers_per_query,latency_p50_ms,latency_p95_ms,latency_p99_ms,search_batch_calls,avg_search_requests_per_query,avg_candidate_groups_per_query,avg_returned_candidates_per_query
36,,48,15,3000,10,0.8998333333333334,1070.6566325852891,2.802018787999259,10.606333333333334,39.30266666666667,103.58377070303906,1098.644,2.7796666666666665,144.34862900088774,147.676136697919,148.7247305377241,15,1.0,1.0,10.0
