upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,28,3,10000,10,0.94285,218.46189691992402,45.77457277900248,17.1937,109.7218,138.10921442156138,100,1.0
