run,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
1,100,20,4,200,10,0.8785,203.83007205487303,0.981209484860301,15.14,100.0,46.42007926023778
