dataset,partition_method,partition_seed,logical_shards,physical_core_equivalents,m32_capacity_fraction,relevant_query_shard_pairs,ef_search,local_target_recall_mean,local_target_recall_median,local_target_recall_p95,local_target_recall_std,local_target_recall_target_weighted,distance_computations_mean,distance_computations_median,distance_computations_p95,distance_computations_std,graph_nodes_visited_mean,graph_nodes_visited_median,graph_nodes_visited_p95,graph_nodes_visited_std,worker_cpu_us_mean,worker_cpu_us_median,worker_cpu_us_p95,worker_cpu_us_std,local_latency_us_mean,local_latency_us_median,local_latency_us_p95,local_latency_us_std
glove-200-angular,kmeans,20260820,4,4,0.125,17045,16,0.5833273268239535,0.7,1.0,0.41117131669732176,0.6330555555555556,1082.8427691405104,1051.0,1669.0,321.27955901039996,29.968260486946317,29.0,40.0,5.016662344713915,238.80815488413023,217.0,426.0,96.26238729825128,7157.092966441772,6508.778,13792.622799999997,3520.2379386379475
glove-200-angular,kmeans,20260820,4,4,0.125,17045,20,0.618521188078243,0.7777777777777778,1.0,0.40510892666169385,0.6674,1250.9462012320328,1217.0,1923.0,369.8806647689688,34.23261953652097,33.0,45.0,5.486839442860828,273.98961572308593,249.0,487.0,110.17181151691094,7240.615143385157,6592.946,13873.184999999998,3550.2704734863423
glove-200-angular,kmeans,20260820,4,4,0.125,17045,24,0.6439488375774677,0.8,1.0,0.398825085642156,0.6921444444444445,1412.1679084775594,1377.0,2163.7999999999993,416.001617847082,38.396949251980054,37.0,50.0,5.92055669451446,308.5452625403344,280.0,550.0,125.14326394575686,7248.433237078322,6621.158,13946.8498,3535.7349370040606
glove-200-angular,kmeans,20260820,4,4,0.125,17045,32,0.6844663751879945,0.9,1.0,0.38586761320051977,0.7307,1721.453740099736,1689.0,2608.7999999999993,503.41666845784994,46.58468759166911,45.0,60.0,6.665115215560239,375.744323848636,342.0,672.0,152.99628866467546,7313.876108301555,6660.963,13983.8876,3522.3510785542935
glove-200-angular,kmeans,20260820,4,4,0.125,17045,40,0.7137045495816396,1.0,1.0,0.3743857666640593,0.7577888888888888,2017.7917277794074,1989.0,3020.7999999999993,583.5955666630647,54.625051334702256,52.0,69.0,7.020109835262845,439.2486359636257,401.0,793.0,177.9271927130972,7368.634577823409,6714.634,14100.965999999999,3533.786602972614
glove-200-angular,kmeans,20260820,4,4,0.125,17045,80,0.7930907914158134,1.0,1.0,0.3315306726004043,0.8307,3405.775770020534,3419.0,4923.0,966.5087264955661,94.06042827808741,92.0,110.0,7.815088560182468,755.8566148430625,692.0,1378.7999999999993,309.0961797195173,7542.50035024934,6925.759,14081.6158,3492.174321992286
glove-200-angular,kmeans,20260820,4,4,0.125,17045,160,0.858225961157906,1.0,1.0,0.27916680107197067,0.8869,5991.845526547375,6091.0,8516.0,1726.7120144627706,172.6258726899384,171.0,185.0,7.225241721325137,1275.3008506893518,1224.0,2088.0,453.050552762087,8023.172421355237,7507.72,14413.703,3439.0283770000124
glove-200-angular,kmeans,20260820,4,4,0.125,17045,320,0.9113933937709238,1.0,1.0,0.22013930471670853,0.9293111111111111,10836.822000586682,11080.0,15391.8,3208.0177582460556,331.05937224992664,330.0,339.0,5.070763062264027,2669.9392783807566,2704.0,3978.7999999999993,870.8076325414971,13653.158700322674,12868.166,24606.1138,5928.448466041196
glove-200-angular,kmeans,20260820,8,8,0.25,21420,10,0.5051477257569694,0.5,1.0,0.4267167425318537,0.5882555555555555,781.974649859944,754.5,1195.0499999999993,226.96209278405607,21.703501400560224,21.0,29.0,4.148345925948466,175.47525676937443,165.0,285.0,58.23943458442668,7900.201438095238,7082.8035,15861.843149999995,4194.2916584257355
glove-200-angular,kmeans,20260820,8,8,0.25,21420,16,0.5819761237828465,0.7,1.0,0.42207096294299673,0.6666777777777778,1048.2282446311858,1019.0,1605.0,306.3411186966173,28.299579831932775,27.0,38.0,4.966764405156065,226.23734827264238,214.0,366.0,74.8530434890859,8330.287994864613,7550.1895,16208.7636,4199.20690332484
glove-200-angular,kmeans,20260820,8,8,0.25,21420,20,0.6174129651860745,0.8,1.0,0.4158943874134827,0.7001222222222222,1213.9401960784314,1187.0,1854.0499999999993,354.9011543185739,32.52436974789916,31.0,43.0,5.376385579088661,259.7439775910364,245.0,424.0,86.77488072044842,8285.282100933708,7562.6785,16135.883149999998,4145.188242429591
