upper_k,nprobe,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,estimated_ef_sum_per_query,avg_physical_peers_per_query,latency_p50_ms,latency_p95_ms,latency_p99_ms,search_batch_calls,avg_search_requests_per_query,avg_candidate_groups_per_query,avg_returned_candidates_per_query
32,,48,16,500,10,0.9006,1067.885844885315,0.4682148399988364,9.99,35.072,104.17137137137136,1040.672,2.776,140.1737870000943,143.0047414978617,143.25638189766323,3,1.0,1.0,10.0
