candidate_type,nprobe,schedule_name,schedule,recall_at_k,qps,wall_s
adaptive_schedule,44,sched_a_4_28_44__128_64_48,"[[4, 128], [28, 64], [44, 48]]",0.916,333.12389060828514,0.6003772339317948
adaptive_schedule,44,sched_b_8_28_44__96_64_48,"[[8, 96], [28, 64], [44, 48]]",0.9065,311.65512387736976,0.6417349970433861
adaptive_schedule,44,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",0.916,312.7537884608159,0.639480662997812
adaptive_schedule,44,sched_d_8_32_44__96_64_56,"[[8, 96], [32, 64], [44, 56]]",0.907,318.5991318421329,0.6277481010183692
adaptive_schedule,44,sched_e_4_16_32_44__160_80_64_48,"[[4, 160], [16, 80], [32, 64], [44, 48]]",0.9295,251.33823787367172,0.7957404400222003
