concurrency,concurrency_evaluation_mode,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query,routing_plan_wall_s_excluded_from_qps
1,end_to_end,100,64,6,10000,10,0.90028,420.4761605332622,23.78256115000113,17.1867,109.7224,102.73865256273747,100,1.0,
2,end_to_end,100,64,6,10000,10,0.90028,484.9731268454491,20.61969920899719,17.1867,109.7224,102.73865256273747,100,1.0,
4,end_to_end,100,64,6,10000,10,0.90028,535.7908032903196,18.664000835007755,17.1867,109.7224,102.73865256273747,100,1.0,
