collection,points_count,indexed_vectors_count,segments_count,shard_placement,discovered_peer_count,logical_points_count,assigned_points_count,cluster_shard_count,cluster_peer_count,cluster_local_shards,cluster_remote_shards,cluster_active_shards
idea_faithful_original_smoke,2755,2747,17,auto,3,2000,2755,11,3,4,7,11
