run,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
1,0,36,0,10000,10,0.89865,510.8434584659523,19.575468441995326,45.0,0.0,36.0
2,0,36,0,10000,10,0.89865,523.848377785826,19.08949311300239,45.0,0.0,36.0
3,0,36,0,10000,10,0.89865,523.5726938093248,19.099544568001875,45.0,0.0,36.0
