all_methods_strict,confirmation_status,hash_all_case_name,hash_all_qps,hash_all_recall_at_k,hash_all_recall_delta,hash_all_recall_match_status,hash_all_vs_orion_recall_gap,hash_all_vs_simple_kmeans_recall_gap,method_count,nearest_methods,orion_case_name,orion_qps,orion_recall_at_k,orion_recall_delta,orion_recall_match_status,orion_vs_simple_kmeans_recall_gap,pairwise_recall_spread,pairwise_recall_window,pairwise_within_window,required_methods,simple_kmeans_case_name,simple_kmeans_qps,simple_kmeans_recall_at_k,simple_kmeans_recall_delta,simple_kmeans_recall_match_status,strict_same_recall,target_recall
True,strict,hash_all_r090_ef36,1281.102562283051,0.9009666666666667,0.0009666666666666712,strict,0.0014999999999999458,0.0008333333333333526,3,,orion_r090_u48_b48_f14_g7,1460.6958102285626,0.9024666666666666,0.002466666666666617,strict,0.0006666666666665932,0.0014999999999999458,0.003,True,"hash_all,orion,simple_kmeans",simple_r090_n19_ef109_g11,994.1060875944828,0.9018,0.0018000000000000238,strict,True,0.9
True,strict,hash_all_r095_ef71,961.5138577859758,0.9508,0.0008000000000000229,strict,0.001966666666666672,0.000500000000000167,3,,orion_r095_u112_b64_f16_g8,952.1604857286824,0.9527666666666667,0.002766666666666695,strict,0.0014666666666665051,0.001966666666666672,0.003,True,"hash_all,orion,simple_kmeans",simple_r095_n26_ef210_g10,591.313388925004,0.9513000000000001,0.00130000000000019,strict,True,0.95
