target_recall,method,case_name,recall_at_k,qps_mean,qps_stdev,latency_p50_batch_ms,latency_p95_batch_ms,latency_p99_batch_ms,visited_shards,ef_sum_per_query,planner,executor,logical_points,physical_points,index_expansion_ratio,stability_repeats
0.9,hash_all,hash_all_r090_ef36,0.9009666666666667,1281.102562283051,2.6900120617945884,155.64787302476665,163.9714434510097,166.71463166208318,46,1656,explicit_all_shards,qdrant_all_shards_replica_set,1183514,1183514,1.0,3
0.9,orion,orion_r090_u48_b48_f14_g7,0.9024666666666666,1460.6958102285626,6.511943797340706,136.37969588550428,142.74658584812036,143.83363018278033,10.825333333333333,1249.716,orion_upper_hnsw,common_selected_shard_executor,1183514,1394406,1.1781913859912092,3
0.9,simple_kmeans,simple_r090_n19_ef109_g11,0.9018,994.1060875944828,6.323190464691643,201.93860377185047,208.00368080381304,210.07930542497584,19,2071,simple_kmeans_nprobe,common_selected_shard_executor,1183514,1183514,1.0,3
0.95,hash_all,hash_all_r095_ef71,0.9508,961.5138577859758,8.33315692047297,207.71204036039612,217.36963997439793,221.86304747592658,46,3266,explicit_all_shards,qdrant_all_shards_replica_set,1183514,1183514,1.0,3
0.95,orion,orion_r095_u112_b64_f16_g8,0.9527666666666667,952.1604857286824,6.536745171829302,209.7334979722897,218.87423653000346,219.58664040236422,18.549333333333333,3146.368,orion_upper_hnsw,common_selected_shard_executor,1183514,1394406,1.1781913859912092,3
0.95,simple_kmeans,simple_r095_n26_ef210_g10,0.9513000000000001,591.313388925004,4.499696347154502,339.82515102252364,351.34650638016564,354.8782982459913,26,5460,simple_kmeans_nprobe,common_selected_shard_executor,1183514,1183514,1.0,3
