nprobe,hnsw_ef,query_count,top_k,recall_at_k,qps,wall_s,avg_selected_shards
1,32,10000,10,0.49051,2928.0311746235675,3.415264183888212,1.0
2,32,10000,10,0.61194,1524.63962381538,6.558927003992721,2.0
4,32,10000,10,0.69437,775.9746231598701,12.887019370915368,4.0
8,32,10000,10,0.7482,397.9960928062441,25.1258748031687,8.0
16,32,10000,10,0.78343,199.9864990037472,50.0033754769247,16.0
32,32,10000,10,0.80254,99.68176115197113,100.319254840957,32.0
44,32,10000,10,0.80748,73.32856544882203,136.3725028410554,44.0
