upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
100,32,4,1000,10,0.9041,139.15464635520425,7.186249443999259,17.037,109.393,57.683629747021186
