upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,64,6,10000,10,0.90006,427.9444372176397,23.367519542996888,17.1906,109.7343,102.72561167149489,100,1.0
