upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
0,34,0,1000,10,0.8935,408.45231600733064,2.4482662009977503,46.0,0.0,34.0
0,35,0,1000,10,0.8964,424.6619715322098,2.3548141040082555,46.0,0.0,35.0
0,36,0,1000,10,0.8993,429.0017960649855,2.3309925719950115,46.0,0.0,36.0
0,37,0,1000,10,0.9016,427.744073639526,2.3378465340065304,46.0,0.0,37.0
0,38,0,1000,10,0.9037,418.3167248328805,2.3905331549904076,46.0,0.0,38.0
