collection_name,ground_truth_source,evaluated_queries,exact_latency_queries,m,ef_construct,query_ef,full_scan_threshold,indexing_threshold,top_k,exact_latency_mean_ms,exact_latency_p50_ms,exact_latency_p95_ms,approx_latency_mean_ms,approx_latency_p50_ms,approx_latency_p95_ms,approx_server_time_mean_ms,recall_at_k_mean,recall_at_k_stddev,hit_at_1_mean,build_secs,wait_index_secs,indexed_vectors_count,points_count,segments_count,ram_data_size,disk_data_size
hnsw_glove_ref_glove_200_angular_d200_n1183514_m32_efc100_fs10,hdf5_neighbors,10000,100,32,100,20,10,10,10,96.05436058714986,95.80856352113187,97.69424784462899,2.7055191568797454,2.7155940188094974,3.4190123435109854,0.6424754016000017,0.59118,0.36861118756760486,0.6382,300.71187836816534,23.875583506189287,1183514,1183514,2,,
hnsw_glove_ref_glove_200_angular_d200_n1183514_m32_efc100_fs10,hdf5_neighbors,10000,100,32,100,60,10,10,10,96.05436058714986,95.80856352113187,97.69424784462899,3.209390106634237,3.227628068998456,3.799896058626473,1.0549506425999977,0.7412899999999915,0.31396518262380624,0.7796,300.71187836816534,23.875583506189287,1183514,1183514,2,,
hnsw_glove_ref_glove_200_angular_d200_n1183514_m32_efc100_fs10,hdf5_neighbors,10000,100,32,100,100,10,10,10,96.05436058714986,95.80856352113187,97.69424784462899,3.5240113486303017,3.5548779414966702,4.171175102237612,1.430880301299997,0.7912499999999901,0.28228786282800045,0.8261,300.71187836816534,23.875583506189287,1183514,1183514,2,,
