upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
0,20,0,500,10,0.8398,467.58257358484104,1.0693298429978313,46.0,0.0,20.0,5,1.0
0,36,0,500,10,0.902,403.6064688650314,1.2388304910127772,46.0,0.0,36.0,5,1.0
0,64,0,500,10,0.9484,326.78946556850474,1.5300370810000459,46.0,0.0,64.0,5,1.0
0,96,0,500,10,0.97,271.2202096701823,1.8435204390116269,46.0,0.0,96.0,5,1.0
