dataset,partition_method,partition_seed,logical_shards,shard_id,physical_host_id,host_slot,cpuset,vector_count,query_participation_count,query_participation_fraction,memory_cap_bytes
sift1m,orion_no_refinement,1,32,7,3,1,"1,17",41866,874,0.0971111111111111,8589934592
sift1m,orion_no_refinement,1,32,8,0,2,"2,18",23901,539,0.05988888888888889,8589934592
sift1m,orion_no_refinement,1,32,9,1,2,"2,18",12474,305,0.03388888888888889,8589934592
sift1m,orion_no_refinement,1,32,10,2,2,"2,18",26970,729,0.081,8589934592
sift1m,orion_no_refinement,1,32,11,3,2,"2,18",18559,520,0.057777777777777775,8589934592
sift1m,orion_no_refinement,1,32,12,0,3,"3,19",35254,931,0.10344444444444445,8589934592
sift1m,orion_no_refinement,1,32,13,1,3,"3,19",46875,946,0.10511111111111111,8589934592
sift1m,orion_no_refinement,1,32,14,2,3,"3,19",17829,537,0.059666666666666666,8589934592
sift1m,orion_no_refinement,1,32,15,3,3,"3,19",46876,935,0.10388888888888889,8589934592
sift1m,orion_no_refinement,1,32,16,0,4,"4,20",32051,904,0.10044444444444445,8589934592
sift1m,orion_no_refinement,1,32,17,1,4,"4,20",16354,509,0.05655555555555555,8589934592
sift1m,orion_no_refinement,1,32,18,2,4,"4,20",34343,881,0.09788888888888889,8589934592
sift1m,orion_no_refinement,1,32,19,3,4,"4,20",46876,1314,0.146,8589934592
sift1m,orion_no_refinement,1,32,20,0,5,"5,21",46876,1338,0.14866666666666667,8589934592
sift1m,orion_no_refinement,1,32,21,1,5,"5,21",46876,1487,0.16522222222222221,8589934592
sift1m,orion_no_refinement,1,32,22,2,5,"5,21",46876,1396,0.15511111111111112,8589934592
sift1m,orion_no_refinement,1,32,23,3,5,"5,21",26221,548,0.06088888888888889,8589934592
sift1m,orion_no_refinement,1,32,24,0,6,"6,22",18149,509,0.05655555555555555,8589934592
sift1m,orion_no_refinement,1,32,25,1,6,"6,22",15659,445,0.049444444444444444,8589934592
sift1m,orion_no_refinement,1,32,26,2,6,"6,22",21725,554,0.06155555555555556,8589934592
sift1m,orion_no_refinement,1,32,27,3,6,"6,22",31266,646,0.07177777777777777,8589934592
sift1m,orion_no_refinement,1,32,28,0,7,"7,23",26924,746,0.08288888888888889,8589934592
sift1m,orion_no_refinement,1,32,29,1,7,"7,23",36048,770,0.08555555555555555,8589934592
sift1m,orion_no_refinement,1,32,30,2,7,"7,23",37694,944,0.10488888888888889,8589934592
sift1m,orion_no_refinement,1,32,31,3,7,"7,23",26232,829,0.09211111111111112,8589934592
sift1m,random,20260820,2,0,0,0,"0,16",500516,8988,0.9986666666666667,8589934592
sift1m,random,20260820,2,1,1,0,"0,16",499484,8995,0.9994444444444445,8589934592
sift1m,random,20260820,4,0,0,0,"0,16",250042,8490,0.9433333333333334,8589934592
sift1m,random,20260820,4,1,1,0,"0,16",250474,8465,0.9405555555555556,8589934592
sift1m,random,20260820,4,2,2,0,"0,16",249934,8494,0.9437777777777778,8589934592
sift1m,random,20260820,4,3,3,0,"0,16",249550,8492,0.9435555555555556,8589934592
sift1m,random,20260820,8,0,0,0,"0,16",125487,6698,0.7442222222222222,8589934592
sift1m,random,20260820,8,1,1,0,"0,16",124555,6562,0.7291111111111112,8589934592
sift1m,random,20260820,8,2,2,0,"0,16",125527,6539,0.7265555555555555,8589934592
sift1m,random,20260820,8,3,3,0,"0,16",124947,6561,0.729,8589934592
sift1m,random,20260820,8,4,0,1,"1,17",124947,6627,0.7363333333333333,8589934592
sift1m,random,20260820,8,5,1,1,"1,17",124987,6695,0.7438888888888889,8589934592
sift1m,random,20260820,8,6,2,1,"1,17",124536,6621,0.7356666666666667,8589934592
sift1m,random,20260820,8,7,3,1,"1,17",125014,6609,0.7343333333333333,8589934592
sift1m,random,20260820,16,0,0,0,"0,16",62901,4280,0.47555555555555556,8589934592
sift1m,random,20260820,16,1,1,0,"0,16",62586,4325,0.48055555555555557,8589934592
sift1m,random,20260820,16,2,2,0,"0,16",62060,4189,0.46544444444444444,8589934592
sift1m,random,20260820,16,3,3,0,"0,16",62495,4310,0.47888888888888886,8589934592
sift1m,random,20260820,16,4,0,1,"1,17",62770,4184,0.4648888888888889,8589934592
sift1m,random,20260820,16,5,1,1,"1,17",62757,4247,0.4718888888888889,8589934592
sift1m,random,20260820,16,6,2,1,"1,17",62684,4264,0.4737777777777778,8589934592
sift1m,random,20260820,16,7,3,1,"1,17",62263,4229,0.4698888888888889,8589934592
sift1m,random,20260820,16,8,0,2,"2,18",62412,4214,0.4682222222222222,8589934592
sift1m,random,20260820,16,9,1,2,"2,18",62535,4373,0.48588888888888887,8589934592
sift1m,random,20260820,16,10,2,2,"2,18",62583,4314,0.47933333333333333,8589934592
sift1m,random,20260820,16,11,3,2,"2,18",62404,4300,0.4777777777777778,8589934592
sift1m,random,20260820,16,12,0,3,"3,19",62276,4348,0.4831111111111111,8589934592
sift1m,random,20260820,16,13,1,3,"3,19",62260,4219,0.4687777777777778,8589934592
sift1m,random,20260820,16,14,2,3,"3,19",62417,4314,0.47933333333333333,8589934592
sift1m,random,20260820,16,15,3,3,"3,19",62597,4237,0.4707777777777778,8589934592
sift1m,random,20260820,32,0,0,0,"0,16",31639,2460,0.2733333333333333,8589934592
sift1m,random,20260820,32,1,1,0,"0,16",31262,2441,0.2712222222222222,8589934592
sift1m,random,20260820,32,2,2,0,"0,16",31306,2455,0.2727777777777778,8589934592
sift1m,random,20260820,32,3,3,0,"0,16",31280,2531,0.2812222222222222,8589934592
sift1m,random,20260820,32,4,0,1,"1,17",30946,2381,0.26455555555555554,8589934592
sift1m,random,20260820,32,5,1,1,"1,17",31114,2436,0.27066666666666667,8589934592
sift1m,random,20260820,32,6,2,1,"1,17",31262,2540,0.2822222222222222,8589934592
sift1m,random,20260820,32,7,3,1,"1,17",31233,2422,0.26911111111111113,8589934592
sift1m,random,20260820,32,8,0,2,"2,18",31449,2397,0.2663333333333333,8589934592
sift1m,random,20260820,32,9,1,2,"2,18",31321,2369,0.26322222222222225,8589934592
sift1m,random,20260820,32,10,2,2,"2,18",31451,2381,0.26455555555555554,8589934592
sift1m,random,20260820,32,11,3,2,"2,18",31306,2440,0.27111111111111114,8589934592
sift1m,random,20260820,32,12,0,3,"3,19",31243,2447,0.2718888888888889,8589934592
sift1m,random,20260820,32,13,1,3,"3,19",31441,2466,0.274,8589934592
sift1m,random,20260820,32,14,2,3,"3,19",31047,2402,0.2668888888888889,8589934592
sift1m,random,20260820,32,15,3,3,"3,19",31216,2448,0.272,8589934592
sift1m,random,20260820,32,16,0,4,"4,20",31329,2448,0.272,8589934592
sift1m,random,20260820,32,17,1,4,"4,20",31083,2352,0.2613333333333333,8589934592
sift1m,random,20260820,32,18,2,4,"4,20",31236,2496,0.2773333333333333,8589934592
sift1m,random,20260820,32,19,3,4,"4,20",31299,2499,0.2776666666666667,8589934592
sift1m,random,20260820,32,20,0,5,"5,21",31079,2499,0.2776666666666667,8589934592
sift1m,random,20260820,32,21,1,5,"5,21",31504,2417,0.26855555555555555,8589934592
sift1m,random,20260820,32,22,2,5,"5,21",31294,2469,0.2743333333333333,8589934592
sift1m,random,20260820,32,23,3,5,"5,21",31110,2466,0.274,8589934592
sift1m,random,20260820,32,24,0,6,"6,22",31100,2487,0.2763333333333333,8589934592
sift1m,random,20260820,32,25,1,6,"6,22",31176,2491,0.2767777777777778,8589934592
sift1m,random,20260820,32,26,2,6,"6,22",30937,2452,0.27244444444444443,8589934592
sift1m,random,20260820,32,27,3,6,"6,22",31323,2380,0.2644444444444444,8589934592
sift1m,random,20260820,32,28,0,7,"7,23",31096,2465,0.2738888888888889,8589934592
sift1m,random,20260820,32,29,1,7,"7,23",31321,2494,0.2771111111111111,8589934592
sift1m,random,20260820,32,30,2,7,"7,23",31450,2462,0.27355555555555555,8589934592
sift1m,random,20260820,32,31,3,7,"7,23",31147,2405,0.26722222222222225,8589934592
