dataset,logical_shards,metric,difference_definition,favorable_direction,orion_mean,kmeans_mean,mean_difference,relative_difference_vs_kmeans,bootstrap_ci95_low,bootstrap_ci95_high,paired_query_count,bootstrap_replicates,bootstrap_seed,conclusion
glove-200-angular,4,common_ef_target_weighted_recall,Orion minus K-Means,higher_favors_orion,0.9358666666666666,0.929311111111111,0.0065555555555555575,0.007054209808938524,0.004788888888888889,0.008400000000000001,9000,10000,20361226,ORION_FAVORED
glove-200-angular,4,common_ef_mean_relevant_distance_computations,Orion minus K-Means,lower_favors_orion,9990.16175,10624.22376851852,-634.0620185185185,-0.05968078537627925,-657.4562328703704,-610.2838817129631,9000,10000,20361227,ORION_FAVORED
glove-200-angular,4,P_exact,Orion minus K-Means,lower_favors_orion,1.7824444444444445,1.5385555555555555,0.24388888888888888,0.1585180905611324,0.22722222222222221,0.2611111111111111,9000,10000,20361228,KMEANS_FAVORED
glove-200-angular,4,P_HNSW,Orion minus K-Means,lower_favors_orion,2.277222222222222,2.1454444444444443,0.13177777777777777,0.06142213475581335,0.10877777777777778,0.1545583333333333,9000,10000,20361229,KMEANS_FAVORED
glove-200-angular,4,Delta_P,Orion minus K-Means,lower_favors_orion,0.49477777777777776,0.6068888888888889,-0.1121111111111111,-0.18473086781398754,-0.13244444444444445,-0.09233333333333334,9000,10000,20361230,ORION_FAVORED
glove-200-angular,4,W90,Orion minus K-Means,lower_favors_orion,22696.29977777778,21957.758555555556,738.5412222222222,0.03363463626552006,534.8617472222222,945.3309472222221,9000,10000,20361231,KMEANS_FAVORED
glove-200-angular,4,full_fanout_wall_us,Orion minus K-Means,lower_favors_orion,28912.30073188889,28799.531767888886,112.76896399999995,0.003915652688691832,-55.355912372222235,278.2606447055555,9000,10000,20361232,INCONCLUSIVE
glove-200-angular,4,total_distance_computations,Orion minus K-Means,lower_favors_orion,43939.74566666667,45645.90344444445,-1706.1577777777777,-0.037378113894806345,-1798.7065527777777,-1610.146225,9000,10000,20361233,ORION_FAVORED
glove-200-angular,4,total_graph_nodes_visited,Orion minus K-Means,lower_favors_orion,1324.245111111111,1324.8056666666666,-0.5605555555555556,-0.00042312285466438647,-0.8471138888888889,-0.2743305555555556,9000,10000,20361234,ORION_FAVORED
glove-200-angular,4,total_worker_cpu_us,Orion minus K-Means,lower_favors_orion,10279.852888888889,10749.205333333333,-469.3524444444445,-0.04366392025175856,-497.5428861111111,-441.7551527777778,9000,10000,20361235,ORION_FAVORED
glove-200-angular,4,total_response_bytes,Orion minus K-Means,lower_favors_orion,3074.001333333333,3074.338333333333,-0.337,-0.00010961708291702877,-0.5015611111111111,-0.17188611111111116,9000,10000,20361236,ORION_FAVORED
glove-200-angular,8,achieved_recall_at_10,Orion minus K-Means,higher_favors_orion,0.9469333333333335,0.9542444444444446,-0.007311111111111111,-0.007661675321953377,-0.008933611111111113,-0.005711111111111112,9000,10000,20361624,KMEANS_FAVORED
glove-200-angular,8,common_ef_mean_local_target_recall,Orion minus K-Means,higher_favors_orion,0.9446333906525572,0.947585758377425,-0.002952367724867725,-0.003115673382347091,-0.005380858355379189,-0.0004669362874779549,9000,10000,20361625,KMEANS_FAVORED
glove-200-angular,8,common_ef_target_weighted_recall,Orion minus K-Means,higher_favors_orion,0.9469333333333335,0.9542444444444446,-0.007311111111111111,-0.007661675321953377,-0.008933333333333335,-0.005711111111111112,9000,10000,20361626,KMEANS_FAVORED
glove-200-angular,8,common_ef_mean_relevant_distance_computations,Orion minus K-Means,lower_favors_orion,9492.25753095238,10152.754149206346,-660.4966182539682,-0.06505590587019189,-686.9300858201058,-634.7055311772488,9000,10000,20361627,ORION_FAVORED
glove-200-angular,8,P_exact,Orion minus K-Means,lower_favors_orion,1.9457777777777778,1.8713333333333333,0.07444444444444444,0.03978149863436646,0.05411111111111111,0.09555555555555556,9000,10000,20361628,KMEANS_FAVORED
glove-200-angular,8,P_HNSW,Orion minus K-Means,lower_favors_orion,2.8885555555555555,2.7006666666666668,0.18788888888888888,0.06957129926767053,0.14522222222222222,0.23133333333333334,9000,10000,20361629,KMEANS_FAVORED
glove-200-angular,8,Delta_P,Orion minus K-Means,lower_favors_orion,0.9427777777777778,0.8293333333333334,0.11344444444444444,0.13678992497320472,0.07255555555555555,0.1553388888888888,9000,10000,20361630,KMEANS_FAVORED
glove-200-angular,8,W90,Orion minus K-Means,lower_favors_orion,28036.89011111111,27743.286333333333,293.6037777777778,0.010582876673302226,-109.59875555555554,705.8666944444444,9000,10000,20361631,INCONCLUSIVE
glove-200-angular,8,full_fanout_wall_us,Orion minus K-Means,lower_favors_orion,55893.96517244444,55552.76575877778,341.1994136666667,0.006141897869643952,32.73427070833326,657.3846217777776,9000,10000,20361632,KMEANS_FAVORED
glove-200-angular,8,total_distance_computations,Orion minus K-Means,lower_favors_orion,82057.41622222222,87890.41933333334,-5833.003111111111,-0.06636676847551329,-5950.691522222222,-5713.48195,9000,10000,20361633,ORION_FAVORED
glove-200-angular,8,total_graph_nodes_visited,Orion minus K-Means,lower_favors_orion,2628.8806666666665,2630.0785555555553,-1.1978888888888888,-0.00045545745634044643,-1.5075583333333333,-0.8785527777777778,9000,10000,20361634,ORION_FAVORED
glove-200-angular,8,total_worker_cpu_us,Orion minus K-Means,lower_favors_orion,18359.367555555556,18593.754555555555,-234.387,-0.012605684306506479,-277.9885861111111,-192.17961944444446,9000,10000,20361635,ORION_FAVORED
glove-200-angular,8,total_response_bytes,Orion minus K-Means,lower_favors_orion,6130.319555555556,6129.702666666667,0.6168888888888889,0.00010063928422556802,0.38366388888888886,0.8575583333333332,9000,10000,20361636,KMEANS_FAVORED
glove-200-angular,16,achieved_recall_at_10,Orion minus K-Means,higher_favors_orion,0.9625666666666669,0.9708666666666668,-0.008299999999999998,-0.008549062693126414,-0.009733611111111111,-0.006911111111111111,9000,10000,20362424,KMEANS_FAVORED
glove-200-angular,16,common_ef_mean_local_target_recall,Orion minus K-Means,higher_favors_orion,0.9570932098765432,0.9649387389770725,-0.007845529100529101,-0.008130598123613643,-0.00995512147266314,-0.005709242724867725,9000,10000,20362425,KMEANS_FAVORED
glove-200-angular,16,common_ef_target_weighted_recall,Orion minus K-Means,higher_favors_orion,0.9625666666666669,0.9708666666666668,-0.008299999999999998,-0.008549062693126414,-0.009733333333333333,-0.006866666666666667,9000,10000,20362426,KMEANS_FAVORED
glove-200-angular,16,common_ef_mean_relevant_distance_computations,Orion minus K-Means,lower_favors_orion,8831.819502733686,9529.688726851851,-697.8692241181658,-0.07323106180286626,-725.2886113745591,-671.0338138282627,9000,10000,20362427,ORION_FAVORED
glove-200-angular,16,P_exact,Orion minus K-Means,lower_favors_orion,2.1724444444444444,2.1136666666666666,0.058777777777777776,0.027808442411817274,0.035222222222222224,0.08211111111111111,9000,10000,20362428,KMEANS_FAVORED
glove-200-angular,16,P_HNSW,Orion minus K-Means,lower_favors_orion,3.4904444444444445,3.1075555555555554,0.3828888888888889,0.12321224256292906,0.29977499999999996,0.46633611111111106,9000,10000,20362429,KMEANS_FAVORED
glove-200-angular,16,Delta_P,Orion minus K-Means,lower_favors_orion,1.318,0.9938888888888889,0.3241111111111111,0.32610396869759645,0.24577500000000002,0.406,9000,10000,20362430,KMEANS_FAVORED
glove-200-angular,16,W90,Orion minus K-Means,lower_favors_orion,32547.523444444443,30852.107333333333,1695.4161111111111,0.05495300832430802,914.8920361111111,2471.6402861111105,9000,10000,20362431,KMEANS_FAVORED
glove-200-angular,16,full_fanout_wall_us,Orion minus K-Means,lower_favors_orion,112956.484375,111816.7616028889,1139.722772111111,0.01019277213696077,554.9620742333333,1728.0482019111107,9000,10000,20362432,KMEANS_FAVORED
glove-200-angular,16,total_distance_computations,Orion minus K-Means,lower_favors_orion,154604.28966666668,167193.74955555555,-12589.459888888889,-0.07529862762426792,-12721.433783333334,-12455.32626388889,9000,10000,20362433,ORION_FAVORED
glove-200-angular,16,total_graph_nodes_visited,Orion minus K-Means,lower_favors_orion,5224.424666666667,5225.166222222222,-0.7415555555555555,-0.00014191999335863765,-1.045677777777778,-0.43421666666666675,9000,10000,20362434,ORION_FAVORED
glove-200-angular,16,total_worker_cpu_us,Orion minus K-Means,lower_favors_orion,30531.211555555554,33087.586,-2556.3744444444446,-0.07726083264111333,-2601.3044722222226,-2511.6091444444446,9000,10000,20362435,ORION_FAVORED
glove-200-angular,16,total_response_bytes,Orion minus K-Means,lower_favors_orion,12226.744222222222,12237.954333333333,-11.210111111111111,-0.0009160118436279324,-11.546336111111112,-10.876880555555555,9000,10000,20362436,ORION_FAVORED
glove-200-angular,32,achieved_recall_at_10,Orion minus K-Means,higher_favors_orion,0.9663444444444445,0.9826000000000001,-0.016255555555555554,-0.01654341090530791,-0.01767777777777778,-0.014855555555555554,9000,10000,20364024,KMEANS_FAVORED
glove-200-angular,32,common_ef_mean_local_target_recall,Orion minus K-Means,higher_favors_orion,0.9683016358024692,0.9794344003527337,-0.01113276455026455,-0.011366523930806591,-0.012856228064373898,-0.009402053571428572,9000,10000,20364025,KMEANS_FAVORED
