dataset,partition_method,partition_seed,logical_shards,physical_hosts,physical_hosts_with_shards,physical_core_equivalents,m32_capacity_fraction,memory_capacity_gib,common_ef_search,measurement_query_count,point_count,shard_size_mean,shard_size_std,shard_size_cv,shard_size_min,shard_size_max,max_size_over_mean,edge_cut_ratio,traversal_weighted_edge_cut,mean_retained_degree_ratio,largest_component_fraction,path_shards_mean,path_transitions_mean,structural_source,common_ef_local_target_recall_mean,common_ef_local_target_recall_median,common_ef_local_target_recall_p95,common_ef_local_target_recall_std,common_ef_local_distance_computations_mean,common_ef_local_distance_computations_median,common_ef_local_distance_computations_p95,common_ef_local_distance_computations_std,achieved_recall_at_10,P_exact_mean,P_exact_median,P_exact_p95,P_exact_std,P_HNSW_mean,P_HNSW_median,P_HNSW_p95,P_HNSW_std,Delta_P_mean,Delta_P_median,Delta_P_p95,Delta_P_std,W90_mean,W90_median,W90_p95,W90_std,hnsw_reached_90_fraction,full_fanout_wall_us_mean,full_fanout_wall_us_median,full_fanout_wall_us_p95,full_fanout_wall_us_std,total_distance_computations_mean,total_distance_computations_median,total_distance_computations_p95,total_distance_computations_std,total_graph_nodes_visited_mean,total_graph_nodes_visited_median,total_graph_nodes_visited_p95,total_graph_nodes_visited_std,total_worker_cpu_us_mean,total_worker_cpu_us_median,total_worker_cpu_us_p95,total_worker_cpu_us_std,total_response_bytes_mean,total_response_bytes_median,total_response_bytes_p95,total_response_bytes_std,closed_loop_qps_secondary,run_id,manifest_path,manifest_sha256,per_query_sha256,e3_per_query_sha256
glove-200-angular,orion,1,32,4,4,32,1.0,256,320,9000,1183514,36984.8125,37285.982979899345,1.0081430852163802,4908,217725,5.886875862896425,0.5655431230464523,0.5088338702632649,0.45769412438919255,0.9782697965550048,31.838,6555.824888888889,accepted_metrics_checksum_bound_to_identical_partition,0.9529838298411768,1.0,1.0,0.18110606631171502,8586.88035315236,8543.0,12373.0,2515.24928430607,0.9663444444444445,2.4255555555555555,2.0,5.0,1.49012013767057,4.920111111111111,2.0,33.0,8.58864599268443,2.4945555555555554,0.0,29.0,8.012696405789876,40224.086,16197.0,267049.5,70164.57638173066,0.9166666666666666,251196.32486044444,266945.634,354446.7751499999,78778.20160708345,258333.46944444443,261050.5,272595.25,12343.490470075478,10418.399111111112,10417.0,10440.0,12.161288276461908,45132.544,45331.5,47913.05,1994.0998885761855,24367.007,24367.0,24403.0,21.715669097067526,61.36481554071673,s13-glove-orion-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-m32/manifest.json,8e533aba6a4c008d2ef44bee019b9dec573430edfe73e9dbc0c87a5751c18700,44eaebde238bba988254bd24e89dc839fbb955b8a1782f33fe055e28c9b545b0,b37d0de5a34a10926dedd85c1a689613df8cbf7cdf04b79f23e8a56410949992
glove-200-angular,orion_no_refinement,1,2,4,2,2,0.0625,16,320,9000,1183514,591757.0,240550.0,0.4065013172636741,351207,832307,1.406501317263674,0.264550809882269,0.20304438395145624,0.7471179688970779,0.9996687829632771,2.0,2568.135,accepted_metrics_checksum_bound_to_identical_partition,0.9271710300046148,1.0,1.0,0.17215049244433667,10955.907089961602,11313.0,15281.849999999999,3082.4816022332748,0.9137222222222222,1.4277777777777778,1.0,2.0,0.4947564558621585,1.7875555555555556,2.0,3.0,0.7625837820799485,0.35977777777777775,0.0,2.0,0.7035654874009443,17628.518,16586.0,30036.149999999998,8369.762242163315,0.7928888888888889,27226.28845966667,29604.769,33672.68934999999,6674.29128570237,22272.458,23053.5,30107.449999999993,5690.406301780841,662.8382222222223,661.0,677.0,8.161361893128946,6375.604111111111,6560.5,8424.0,1467.0736966434572,1544.2712222222221,1545.0,1553.0,5.683318148127863,505.6375362701324,s13-glove-orion-no-refinement-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-no-refinement-m2/manifest.json,a7af8b3dacd4fc3de7951b7c5f3abcb6dd4ee20544af6f168d81333fd553c4d8,02d91dec94031063d15f983afafc3a74e32e2b8f9744b3e275484566125a13aa,6e2d63d8d15f3f87717c82e950bfcdb79c707bf1d33d27fd979cdf923bd07e5e
glove-200-angular,orion_no_refinement,1,4,4,4,4,0.125,32,320,9000,1183514,295878.5,105746.88318220069,0.3573996866355639,165924,443818,1.5000008449414202,0.4324053584805055,0.3996368786778043,0.5792389143835829,0.998152958055418,4.0,4935.097555555555,accepted_metrics_checksum_bound_to_identical_partition,0.9167135501224328,1.0,1.0,0.21683219233029646,10773.00125379756,10969.0,15292.0,3123.6830454962937,0.9354333333333333,1.866,2.0,3.0,0.6984423940295847,2.368333333333333,2.0,5.0,1.3464345922142342,0.5023333333333333,0.0,3.0,1.050076769680304,23968.398777777777,20641.0,52221.19999999998,15056.544950057014,0.8354444444444444,28841.113954333334,28802.146500000003,44225.4609,9402.29542469421,42856.25266666667,43650.0,52760.2,7033.884553750714,1322.8693333333333,1321.0,1340.0,9.180234419664894,10109.108333333334,10233.5,12573.05,1648.0882621785022,3075.085777777778,3075.0,3087.0,7.607056516124103,502.69694882817464,s13-glove-orion-no-refinement-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-no-refinement-m4/manifest.json,025733349fb3f2d3ae0f5d3168c0c4c43c2210326e700ae6ee002a66fccb30b0,a12acaa65aaa463984a5487cf9b87e1f7b05f59fb1cbaa85cfe4c7222ac9a26b,2826cf158c299973566d199a67dd41c6024c375d05fb8a23eba7fa2f4169fb4f
glove-200-angular,orion_no_refinement,1,8,4,4,8,0.25,64,320,9000,1183514,147939.25,57535.953952181066,0.38891608516455956,74873,221910,1.500007604472782,0.5555819190403617,0.5257143874539063,0.4556874609889041,0.9935581666123088,7.998888888888889,6446.965888888889,accepted_metrics_checksum_bound_to_identical_partition,0.9376817745916459,1.0,1.0,0.204026804039897,10609.701625032098,10697.0,15533.0,3154.4064572381767,0.9566999999999999,2.4067777777777777,2.0,4.0,1.0759898055875787,3.0958888888888887,2.0,9.0,2.315173328977741,0.6891111111111111,0.0,6.0,1.792457434451649,31818.373555555554,23217.5,96627.09999999998,26490.192171363906,0.8912222222222222,55798.20921377777,57565.817500000005,83051.1602,18793.932355292007,84851.97422222223,86579.5,99232.34999999999,10571.722770453996,2629.0854444444444,2627.0,2648.0,10.03582080583913,18745.20188888889,18845.0,22543.05,2434.946862850921,6129.047333333333,6129.0,6145.0,10.044378394571428,268.65295326310974,s13-glove-orion-no-refinement-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-no-refinement-m8/manifest.json,77f7c3fd6173baf136b77a99abd7a1fa576824927fc4ba04dbcf79ac8f5b2a94,9a67d41f56cfdc5a4a394324c7a0310b141115f990538b08681d64bdd3bc89f8,5d0165d06d1dd92c912acb9d10302829b2aa350e5ef20f3e472c5a95a721c479
glove-200-angular,orion_no_refinement,1,16,4,4,16,0.5,128,320,9000,1183514,73969.625,27527.789458733787,0.37214991232865907,14770,110955,1.500007604472782,0.5330209570632103,0.4901671166877361,0.4787798324369151,0.9849997549669881,15.991888888888889,6270.246777777777,accepted_metrics_checksum_bound_to_identical_partition,0.9450419246534785,1.0,1.0,0.20287064281382824,9915.561318362912,10045.5,14238.0,2805.4688835168554,0.9684666666666667,2.441,2.0,5.0,1.4536800427420977,3.490111111111111,2.0,17.0,4.116971917007948,1.049111111111111,0.0,12.0,3.442097114145659,34127.47388888889,19289.5,172105.55,43283.969503939734,0.9241111111111111,111831.76783322221,117108.226,159714.53259999995,35246.239766392915,163585.87988888889,165751.5,177714.35,11532.499811051664,5225.201222222222,5224.0,5246.0,11.286376185253694,32378.209444444445,32490.0,36107.05,2436.8172078940556,12234.423444444445,12235.0,12258.0,14.58564459102862,135.3675439558863,s13-glove-orion-no-refinement-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-no-refinement-m16/manifest.json,25699c57fa9665d7247f88d4a90caf5f8a48c930c6035af6a77fa54d70dc953d,60d4f147515f72f5275f60c0d72da990643ea258e4d09e2b9cac96616bf07a9c,33b29efd285e9cdaecb2fac2a6346eb8aee57cd7c6207142f092ff9907e11c1f
glove-200-angular,orion_no_refinement,1,32,4,4,32,1.0,256,320,9000,1183514,36984.8125,15056.854305924719,0.4071091155572228,9853,55477,1.4999940854100586,0.5996980506851527,0.5581690746893053,0.4134367855477533,0.9705588611541561,31.892666666666667,7081.997222222222,accepted_metrics_checksum_bound_to_identical_partition,0.9614689233863183,1.0,1.0,0.1746951406538754,8914.113537399606,8902.0,12757.0,2509.379853711436,0.9776444444444443,2.7747777777777776,2.0,6.0,1.7364867007058806,4.108888888888889,2.0,8.0,6.514916976437731,1.334111111111111,0.0,1.0,5.865646955782162,36170.77677777778,18653.5,83332.09999999995,60069.68790657744,0.9547777777777777,251555.37589711114,267380.1805,355522.653,78945.33631970095,288652.0481111111,291912.5,304265.25,13668.916616047634,10419.419222222223,10418.0,10442.0,12.99548329465774,51086.46088888889,51333.0,54410.05,2325.772734579792,24393.5,24394.0,24428.0,21.405466591504144,61.33587983904575,s13-glove-orion-no-refinement-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-orion-no-refinement-m32/manifest.json,ba645c4c1446b59c6bc68ad9a7ad7e105adcec12aa43e446a3190a801e5fc9ff,bd20b6cd02ee7cfd329eab52fe09ac578e826cbe91445ee1fcfc493f48e77fea,32ac9bed04f762359826065af6d0afde97994c2e09ec48e815ec2e2a2c0f3859
glove-200-angular,random,20260820,2,4,2,2,0.0625,16,320,9000,1183514,591757.0,575.0,0.0009716826332430373,591182,592332,1.000971682633243,0.4999751834022989,0.5001030236637634,0.5000383720407595,0.9995158485662189,2.0,5488.692555555555,accepted_metrics_checksum_bound_to_identical_partition,0.9283062016324916,1.0,1.0,0.1645307995607973,10992.806383451958,11372.0,15258.849999999999,3011.6773270885587,0.9288444444444445,1.9774444444444443,2.0,2.0,0.14848165701235894,2.163111111111111,2.0,3.0,0.4123850531951484,0.18566666666666667,0.0,1.0,0.3989919241733541,21810.052,22626.0,30464.199999999997,6151.737944856306,0.8201111111111111,25096.377348777776,26999.179,30927.0614,5917.128471992683,21987.12477777778,22747.0,30464.199999999997,6003.263971049179,662.8276666666667,661.0,675.0,7.341901895588393,6408.426888888889,6611.0,8651.0,1588.527749272993,1545.6217777777779,1546.0,1555.0,5.88903436298304,548.2452021495976,s13-glove-random-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-random-m2/manifest.json,aad8aacdd5d986c2da768b02f3fb049083af381063fcbf994a0b45fbc8f31533,4c8926206d0f74fd042fc7e9f52f004214c8694827765c9fb297e12447fa6400,de4db65f62d5079aca2a659ef57379bc11c171016ccaf0b9d0465021df707c7a
glove-200-angular,random,20260820,4,4,4,4,0.125,32,320,9000,1183514,295878.5,347.1897895964108,0.001173420135617866,295354,296306,1.0014448498285613,0.7500329434701026,0.7502472745164442,0.2499809334432682,0.9955775766066138,4.0,8237.887333333334,accepted_metrics_checksum_bound_to_identical_partition,0.9531582954414926,1.0,1.0,0.1605954622769053,11009.931134906159,11458.5,15047.049999999996,2924.256276732995,0.9533333333333334,3.1453333333333333,3.0,4.0,0.5079265038697365,3.431111111111111,3.0,5.0,0.769797151411323,0.2857777777777778,0.0,2.0,0.65463981237824,36844.704666666665,36029.0,59589.94999999998,13006.942803539809,0.8777777777777778,29091.821472333337,28935.634,44882.0972,9602.412957440096,44064.86433333333,45873.5,60137.25,11639.386187449687,1321.2026666666666,1320.0,1334.0,6.994047755055723,10205.881444444445,10462.5,13857.05,2486.371402186577,3074.6143333333334,3075.0,3089.0,9.29261565258494,502.86305547076296,s13-glove-random-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-random-m4/manifest.json,f11bfdd248870a14100a1d02792dd3c80088fc192881d6246e2305b7938440f2,35bf5d731915c01e8e89c4119077cce3efc55c8e0794e440ab10120d741fe0b3,c5d593e6a60fe4138c587549550b698d9a3397b5598dbadfe3e7e76f4381f6a4
glove-200-angular,random,20260820,8,4,4,8,0.25,64,320,9000,1183514,147939.25,317.10359111810766,0.0021434716690675914,147530,148470,1.0035876212702173,0.8750032355631231,0.8750623699538292,0.12506303007155367,0.9733057657112633,8.0,9610.047666666667,accepted_metrics_checksum_bound_to_identical_partition,0.9739831969654221,1.0,1.0,0.1388055662572497,10970.572914511427,11522.0,14543.0,2739.699234428881,0.9745777777777779,4.929111111111111,5.0,6.0,0.8779251353104525,5.2476666666666665,5.0,9.0,1.307285185242897,0.31855555555555554,0.0,3.0,1.0203322564636712,57404.95577777778,54852.0,105111.84999999995,21779.06366646239,0.9374444444444444,56014.02451744444,58095.83349999999,83017.4333,18726.374452857774,87872.85644444445,92372.0,116269.05,21814.031146745197,2636.059777777778,2635.0,2650.0,8.003734125432784,18478.873666666666,19061.0,24353.1,4097.033230486,6129.582666666666,6132.0,6149.0,13.869889433189035,267.83312325547354,s13-glove-random-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-random-m8/manifest.json,9e297ec801470794cc28fcfa13c87cc2d54da8430807a2715768c315f2bdd872,064a806c293a7232fd08d410c9dac8724255079104387e1fd939e7812ed24288,9ccd408166da28b1489bdf056c78fcea0eafbb5bb477a65f482411cbb49308fd
glove-200-angular,random,20260820,16,4,4,16,0.5,128,320,9000,1183514,73969.625,215.50547411840842,0.0029134320218388078,73581,74353,1.0051828706715764,0.937555463822211,0.9375913686212414,0.062484858163335294,0.8812798158703657,16.0,10295.555888888888,accepted_metrics_checksum_bound_to_identical_partition,0.9896465457660446,1.0,1.0,0.09449484497156266,10695.376003854803,11314.0,13531.0,2379.437267762845,0.9897111111111113,6.610888888888889,7.0,8.0,1.0538465463291495,6.8101111111111114,7.0,8.0,1.686761521999706,0.19922222222222222,0.0,0.0,1.3385645111899849,72807.05266666667,72086.0,104642.54999999997,26091.957461650123,0.9834444444444445,112772.21189577777,118378.605,160270.95904999998,35399.09952862408,171364.81877777778,181534.5,216294.8,37860.793242387634,5214.826666666667,5214.0,5229.0,8.095400614615135,34112.592,35496.0,42440.05,6477.703302730271,12238.738111111112,12243.0,12270.0,23.707780550998883,134.15357444036127,s13-glove-random-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-random-m16/manifest.json,7c4861810fa0b2cc4454129acd41fc86e8f65a130280001eb0bf0a1bcb461874,ca921eb0e12632b6db809c134d1a91209a5ed4fbb548f8d5357ec7bdd03d5c74,e57df32af1968a9fb0002836d2e268b4f189e4ba44ee1d55b6a504c1701482d8
glove-200-angular,random,20260820,32,4,4,32,1.0,256,320,9000,1183514,36984.8125,176.69968122141591,0.004777628147267636,36675,37353,1.00995509981293,0.9687997464768514,0.96893780582191,0.031216023139385936,0.6106290250896905,32.0,10639.541555555556,accepted_metrics_checksum_bound_to_identical_partition,0.9971795068287863,1.0,1.0,0.0514269143082961,9906.955004087054,10475.0,11828.0,1823.9437958027268,0.9972333333333334,7.6995555555555555,8.0,9.0,0.9477223117806786,7.754777777777778,8.0,9.0,1.4744413087130686,0.05522222222222222,0.0,0.0,1.117017584441094,76656.76366666667,78331.5,100958.0,21470.78310956625,0.998,251584.15827355554,267855.177,354707.9619,77865.94647062091,317365.2701111111,335741.5,377866.85,58008.60315249259,10414.351777777778,10413.0,10434.0,11.113376682356746,55532.511666666665,58065.5,64627.1,8456.643060713177,24407.935555555556,24416.0,24452.0,39.07049842161704,61.257245006582394,s13-glove-random-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/glove-200-angular/s13-glove-random-m32/manifest.json,8e2a9ab952b7521a9912ec96d798acf844efa8c66c07b6f9221f204d98c5c203,3887ee3193445429d0d387786a85503e0090ee73958a1f46c10b06ddcbe5b83b,dc6b604530a42659b758880b31505961a37b0580ba54433c9f86672895691b94
sift1m,common_m1,,1,4,1,1,0.03125,8,24,9000,1000000,1000000.0,0.0,0.0,1000000,1000000,1.0,0.0,0.0,1.0,1.0,1.0,0.0,trivial_unpartitioned_control,0.914688888888889,1.0,1.0,0.12486353835238109,867.2944444444445,884.0,1170.0,201.95055547837617,0.914688888888889,1.0,1.0,1.0,0.0,1.216888888888889,1.0,2.0,0.41212631409002765,0.21688888888888888,0.0,1.0,0.4121263140900276,867.2944444444445,884.0,1170.0,201.95055547837617,0.7831111111111111,5926.7556671111115,5673.2215,9930.738149999994,2224.8954137229216,867.2944444444445,884.0,1170.0,201.95055547837617,35.608777777777775,35.0,40.0,2.5512852219911863,166.3587777777778,165.0,230.0,44.621405559010896,760.8892222222222,761.0,766.0,3.6506096074728176,2092.9098580493896,s13-sift1m-common-m1,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-common-m1/manifest.json,2baec8371b936e03675af2af3074b4b992ee5bf829d931de335fb4cccc80b75d,a8a438e3eeb66d353219cf033ffd8f4bed38fc7fa6e97891f29b4b9d2e71ff04,96cbf1534860d5120869739631bc5559314cf14ce2c0a546d394385327478602
sift1m,kmeans,20260820,2,4,2,2,0.0625,16,24,9000,1000000,500000.0,14178.0,0.028356,485822,514178,1.028356,0.0007497356831325722,0.00491162263143675,0.9989728747796748,0.999971,2.0,6.302555555555555,accepted_metrics_checksum_bound_to_identical_partition,0.9147518280522935,1.0,1.0,0.12591411996788873,860.4498116552182,878.0,1169.0,204.70873899852558,0.9146333333333334,1.001111111111111,1.0,1.0,0.033314809667922114,1.4302222222222223,1.0,3.0,0.8209871805438158,0.4291111111111111,0.0,2.0,0.8206212341126344,1008.3376666666667,917.5,1791.0,394.46412832699724,0.7855555555555556,11070.578056999999,10656.2555,18106.131449999997,3936.416380150908,1525.8338888888889,1540.0,1915.0,247.45351587360784,71.81633333333333,71.0,82.0,5.251913926264299,231.0992222222222,228.0,295.0,45.53361443856073,1512.0001111111112,1512.0,1520.0,5.482872319919844,1204.9210589061947,s13-sift1m-kmeans-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-kmeans-m2/manifest.json,c38c113a30b3db4c3837a8143c7c98ec04ae63ec026ab2f7b8fba587a23c3057,96068104892ffaae96010eba242229af2c4050ad4a4cc5f09594ce6133ca08fd,0257be987139c15ce6f7181af10a1733e626edfd9a1ff03a90b0e2f197222628
sift1m,kmeans,20260820,4,4,4,4,0.125,32,24,9000,1000000,250000.0,153947.29147828487,0.6157891659131395,138144,513838,2.055352,0.08305535064345033,0.0909639788782683,0.9228262393675201,0.999925,3.667777777777778,105.79333333333334,accepted_metrics_checksum_bound_to_identical_partition,0.9275713607873339,1.0,1.0,0.1306754789942628,830.0155369798292,847.0,1119.0,192.7471413725371,0.9227333333333334,1.1525555555555556,1.0,2.0,0.3802836985173368,1.9165555555555556,1.0,5.0,1.5522146623533395,0.764,0.0,4.0,1.534446552416285,1314.769888888889,939.0,3262.0499999999993,863.906346932987,0.8072222222222222,21882.919121333332,21688.862500000003,34727.09644999999,7881.914562845088,2767.701111111111,2658.0,3688.0,537.9888592391408,143.63455555555555,142.0,158.0,7.751294180273111,481.38177777777776,472.0,638.0499999999993,93.98465726534279,3004.728666666667,3005.0,3017.0,8.021938003583257,649.5025849187025,s13-sift1m-kmeans-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-kmeans-m4/manifest.json,e4822bcb4afe871dea76d5480676035826b2ab44a971d4873021f261120e58a9,3249c89f48478c9eb141486b6bb76f7e44265d89d81422269ffa80b21a9beb89,9f1f41a6241e9aee0b42a8e0cae747c68be8581cb124a16228d63c89e9470bb5
sift1m,kmeans,20260820,8,4,4,8,0.25,64,24,9000,1000000,125000.0,44115.6951577327,0.3529255612618616,75637,223116,1.784928,0.19452922482963708,0.2040590444746487,0.8151653841020088,0.999911,6.767666666666667,234.19611111111112,accepted_metrics_checksum_bound_to_identical_partition,0.9389176627500364,1.0,1.0,0.14037302067658883,792.9687211203526,804.0,1067.699999999999,178.72620191937915,0.9351444444444443,1.3785555555555555,1.0,2.0,0.5480532437863053,2.651666666666667,1.0,9.0,2.838680738183379,1.273111111111111,0.0,8.0,2.8074641164994607,1829.1752222222221,1022.5,5931.049999999999,1745.1181148396852,0.8384444444444444,43410.24085477778,44639.5935,65015.06454999999,14861.08730231286,5404.973111111111,5327.0,6578.049999999999,705.5591519019106,289.5316666666667,288.0,310.0,11.585685492595305,1047.9354444444446,1044.0,1248.0,125.66564963921888,5991.986444444445,5992.0,6011.0,11.135590321238885,338.6560310116357,s13-sift1m-kmeans-m8,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-kmeans-m8/manifest.json,7f52108ed98996d29805f024f49db117dfcf4452a6e36740255540d6aaf300a4,1cda7abbfa277640b4dc5bc619b92d9912abcf298ad10d9f94f17f8d72ce0723,1f531caec1ada3a7c3eb516edcec6e4dbeaff9ca48139550d5af79a54c279c93
sift1m,kmeans,20260820,16,4,4,16,0.5,128,24,9000,1000000,62500.0,14193.748778071282,0.2270999804491405,40145,92138,1.474208,0.29327908983591194,0.29967187839708653,0.7193464495322179,0.999912,10.321222222222222,336.76377777777776,accepted_metrics_checksum_bound_to_identical_partition,0.9493191993727637,1.0,1.0,0.1428548992022834,756.1687416758353,764.0,1021.0,166.6256344298474,0.9469777777777777,1.6102222222222222,1.0,3.0,0.7151269938157493,3.599,2.0,17.0,5.127765281073012,1.9887777777777778,0.0,16.0,5.077268147292023,2475.177,1310.0,11189.0,3312.182640076866,0.8745555555555555,87665.78726244444,92518.6275,120961.08144999997,25785.723709371137,10625.386,10700.0,11794.0,797.7975933110409,543.4152222222223,542.0,571.0,15.532772931792227,2023.0217777777777,2022.0,2234.0,136.04664466912953,11950.252,11950.0,11978.0,16.470972662367103,170.67786246791985,s13-sift1m-kmeans-m16,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-kmeans-m16/manifest.json,7f6fcd7fd96889229d0f3b30e3694eb0640575089182520491c3ef72ab43169a,0cc2116c21221785539a16d92818a9c1c5a3a86a991879bf4560b8dfc2e4a246,684aba2cef30d42e794faaac01461a0c48b75e4789c485695c1d8f6dddc1cfe0
sift1m,kmeans,20260820,32,4,4,32,1.0,256,24,9000,1000000,31250.0,7252.033352791477,0.23206506728932727,11607,51413,1.645216,0.37735385892470175,0.3833976628759432,0.6383395162291472,0.999738,16.774555555555555,422.95044444444443,accepted_metrics_checksum_bound_to_identical_partition,0.9600901893287437,1.0,1.0,0.13555974347512925,718.2617831325301,727.0,955.0,153.3310977651979,0.9571111111111111,1.8714444444444445,2.0,4.0,0.9072707070122287,4.793666666666667,2.0,33.0,8.985678970203395,2.922222222222222,0.0,31.0,8.940106608583566,3115.026444444444,1390.0,20195.149999999998,5505.574745127849,0.9087777777777778,189395.00833322224,199112.3755,266105.02989999996,57036.258657621016,19719.572,19822.0,21310.149999999998,1111.3634243748631,1042.8562222222222,1042.0,1077.0,19.72353346626972,4082.7593333333334,4087.0,4428.049999999999,214.79578847412773,23828.696888888888,23828.0,23873.0,26.342823422642894,80.53114856840267,s13-sift1m-kmeans-m32,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-kmeans-m32/manifest.json,3f5fad16ceef5870dce15c663010e5b60e85e1b0a2d81dbf8930d1c56ce9eff8,2b0e0d75d4a2005949288348cb8c340376cf9437b493f354f8a9ff29634436ca,37b6625ddee63fe6ef4769fb3a33fe2bec7591e38a1c4426a5faee632b7ff65c
sift1m,orion,1,2,4,2,2,0.0625,16,24,9000,1000000,500000.0,14292.0,0.028584,485708,514292,1.028584,0.00045435756359262397,0.004691999870565521,0.9993971143840684,0.999989,2.0,6.081777777777778,accepted_metrics_checksum_bound_to_identical_partition,0.9144243343943544,1.0,1.0,0.12534057536814047,857.9193870752831,875.0,1164.0,203.73606105819135,0.9144444444444444,1.0004444444444445,1.0,1.0,0.021077165691341115,1.4334444444444445,1.0,3.0,0.8238212604295926,0.433,0.0,2.0,0.823515431954172,1005.4244444444445,916.0,1787.0,393.599637056944,0.7834444444444445,11077.224850888888,10740.8435,18109.21505,3944.107946169942,1531.7601111111112,1546.0,1896.0,236.94222715437732,72.57677777777778,72.0,82.0,5.064988171046356,230.91511111111112,229.0,294.0,41.46338832819046,1512.028,1512.0,1521.0,5.552406325189107,1197.4271927667041,s13-sift1m-orion-m2,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-m2/manifest.json,6a1faf1e8eb082f224f1ea88fdd15a99c24a1d3333784d0322d233c59abe73ea,52fff9d80a4a927e719a4de9cf713e8296775f2c799b711a3c6e28510194298e,47a0e9cf990f23f7c3223bf87068d6080ac27a843051a9548594959ef87805be
sift1m,orion,1,4,4,4,4,0.125,32,24,9000,1000000,250000.0,91344.61082899198,0.3653784433159679,159042,381623,1.526492,0.18023583530731682,0.17772809480633756,0.8209707465565264,0.999659,3.9832222222222224,185.0328888888889,accepted_metrics_checksum_bound_to_identical_partition,0.934697159721408,1.0,1.0,0.1419497165904346,786.1422069685891,797.0,1108.8999999999996,206.32466361875635,0.9290666666666667,1.318111111111111,1.0,2.0,0.49421631441313096,2.0052222222222222,1.0,5.0,1.4603939558122114,0.6871111111111111,0.0,4.0,1.4210678648619177,1387.9226666666666,1053.0,3198.0499999999993,847.5526733009316,0.8251111111111111,21957.676490777776,21710.540999999997,34629.35814999998,8003.15820915375,2728.2742222222223,2748.0,3428.0499999999993,446.16792245117205,143.21355555555556,142.0,157.0,7.230687275019976,493.72133333333335,490.0,614.0,73.3154092519286,3008.6473333333333,3009.0,3020.0,7.303672105333195,646.1930066602079,s13-sift1m-orion-m4,/proj/intelisys-PG0/exp/orion-distributed/c23-linear-20260824-v1/matrix/sift1m/s13-sift1m-orion-m4/manifest.json,743333e5416e85d50c16a9696d17fe81202009437c43caafda8be1647e74b6f1,b5216cc3a59e3a4798ab0c63706ee1f166efe35d04369dacaebe8a191b01e339,7ae5403bdfb2deba4b122aa886154a8551159d91374659c452b8baa141ad4db5
