dataset,partition_method,partition_seed,logical_shards,local_recall_threshold,query_shard_pair_count,success_count,success_fraction,required_ef_search_mean,required_ef_search_median,required_ef_search_p95,required_ef_search_std,required_distance_computations_mean,required_distance_computations_median,required_distance_computations_p95,required_distance_computations_std,required_graph_nodes_visited_mean,required_graph_nodes_visited_median,required_graph_nodes_visited_p95,required_graph_nodes_visited_std
sift1m,kmeans,20260820,32,0.9,20750,20746,0.9998072289156626,17.608020823291238,10.0,40.0,22.53043233170319,584.3562132459269,469.0,1270.0,438.15475331475557,25.258218451749734,19.0,49.0,22.33496057495504
sift1m,kmeans,20260820,32,0.95,20750,20741,0.9995662650602409,19.05192613663758,10.0,80.0,24.697751603396906,609.4958295164167,476.0,1493.0,471.3902639126997,26.64799190010125,19.0,85.0,24.43901520114636
sift1m,orion,1,2,0.8,9006,9006,1.0,16.612702642682656,10.0,40.0,16.869313574834173,713.0785032200755,580.0,1483.5,498.38829620370257,28.599711303575393,23.0,51.0,17.027201785005417
sift1m,orion,1,2,0.9,9006,9006,1.0,24.365978236731067,16.0,80.0,29.507726860123764,903.4569176104819,656.5,2519.5,790.5288784757967,36.04341550077726,27.0,90.0,29.234895340074385
sift1m,orion,1,2,0.95,9006,8961,0.9950033311125916,45.033143622363575,24.0,160.0,54.04775293988779,1377.896551724138,880.0,4326.0,1345.1779450878746,56.06070751032251,35.0,170.0,53.49992149267715
sift1m,orion,1,4,0.8,13403,13399,0.9997015593523838,16.699305918352117,10.0,40.0,19.94905726353471,652.011941189641,519.0,1396.0,517.1094321273688,28.529591760579148,23.0,51.099999999998545,20.02376380737965
sift1m,orion,1,4,0.9,13403,13393,0.9992538983809595,24.31718061674009,10.0,80.0,34.11811018943657,825.0998282684984,561.0,2385.0,828.410243034542,35.88740386769208,25.0,91.0,33.80358209863795
sift1m,orion,1,4,0.95,13403,13376,0.9979855256285907,31.107805023923444,16.0,80.0,43.10520101047403,976.5625,604.0,2794.25,1043.7582304831926,42.44520035885167,27.0,94.0,42.626852826916036
sift1m,orion,1,8,0.8,15267,15264,0.999803497740224,16.206105870020963,10.0,40.0,19.305736224965703,625.092963836478,499.0,1324.699999999997,489.4129720378487,27.2604821802935,22.0,50.0,19.56356275344992
sift1m,orion,1,8,0.9,15267,15255,0.999213990960896,22.969649295313012,10.0,80.0,32.82105565594463,776.8306784660767,530.0,2279.0,786.746806645856,33.7913470993117,23.0,90.0,32.77391626786579
sift1m,orion,1,8,0.95,15267,15248,0.9987554856880854,27.55430220356768,10.0,80.0,38.78052823600192,871.9866211962225,559.0,2506.6499999999996,908.1788476607024,38.21412644281217,25.0,92.0,38.664690371912855
sift1m,orion,1,16,0.8,17955,17953,0.9998886104149262,15.407118587422715,10.0,32.0,17.500940717201328,578.9524313485211,472.0,1187.3999999999978,430.8127246360886,25.364841530663398,21.0,47.0,17.833916768614607
sift1m,orion,1,16,0.9,17955,17944,0.9993873572820942,20.82411948283549,10.0,80.0,28.716088493343715,696.022403031654,495.0,2016.8499999999985,667.851728352164,30.604993312527863,22.0,89.0,28.793618361507637
sift1m,orion,1,16,0.95,17955,17937,0.9989974937343359,23.50448792997714,10.0,80.0,32.99256817888357,747.5817583765402,509.0,2188.2000000000007,746.0834340166629,33.197636171043094,22.0,90.0,33.041372646927584
sift1m,orion,1,32,0.8,22165,22164,0.9999548838258515,14.629669734704926,10.0,32.0,16.62706583336234,522.5528785417795,433.0,1042.0,383.5248000971833,23.070384407146726,19.0,43.0,16.9745584442331
sift1m,orion,1,32,0.9,22165,22160,0.9997744191292578,18.539259927797833,10.0,80.0,26.05379037595294,601.7560018050541,446.0,1523.0499999999993,570.1286435561259,26.845081227436822,19.0,85.0,26.198657167076767
sift1m,orion,1,32,0.95,22165,22157,0.9996390706068126,19.93482872229995,10.0,80.0,28.737332317895376,627.497720810579,452.0,1717.2000000000007,621.2056852351376,28.19745452904274,19.0,86.0,28.846313688962876
sift1m,orion_no_refinement,1,2,0.8,9014,9014,1.0,16.585755491457732,10.0,40.0,16.602437030582593,715.3997115597958,584.0,1467.3500000000004,492.7625472609035,28.98979365431551,24.0,51.0,16.839448139628487
sift1m,orion_no_refinement,1,2,0.9,9014,9014,1.0,24.358331484357667,16.0,80.0,29.55330216920318,906.1072775682272,663.0,2502.7000000000007,790.2318221470287,36.45595739960062,27.0,91.0,29.2879024662543
sift1m,orion_no_refinement,1,2,0.95,9014,8976,0.9957843354781452,45.293449197860966,24.0,160.0,54.66762625118308,1385.864973262032,885.0,4333.75,1356.8703618022898,56.69752673796791,35.0,170.0,54.11239065833241
sift1m,orion_no_refinement,1,4,0.8,14270,14266,0.9997196916608269,16.255011916444694,10.0,40.0,18.7821788299112,632.4558390578999,508.0,1349.75,494.6903000542845,28.492289359315855,23.0,50.0,18.81617981226345
sift1m,orion_no_refinement,1,4,0.9,14270,14260,0.9992992291520673,23.55343618513324,10.0,80.0,33.426233159416796,797.7752454417953,543.0,2366.0499999999993,813.9878979091836,35.53520336605891,25.0,91.0,33.07588000132223
sift1m,orion_no_refinement,1,4,0.95,14270,14240,0.9978976874562018,29.650983146067414,16.0,80.0,42.164529752602995,934.6212078651686,576.0,2731.0499999999993,1020.3138726841851,41.43356741573034,26.0,94.0,41.662032363344096
sift1m,orion_no_refinement,1,8,0.8,17179,17176,0.9998253681820828,15.835468095016301,10.0,40.0,18.96384886107741,608.4344434094085,496.0,1251.0,455.7617610629338,26.952550069864927,22.0,49.0,19.05447832939511
sift1m,orion_no_refinement,1,8,0.9,17179,17166,0.9992432621223587,21.757310963532564,10.0,80.0,30.313774216152904,737.082080857509,523.0,2130.75,691.5849414868676,32.65262728649656,23.0,89.0,30.0647652463057
sift1m,orion_no_refinement,1,8,0.95,17179,17157,0.9987193666686071,24.70700005828525,10.0,80.0,34.654114086012626,795.9607157428455,538.0,2283.399999999998,774.9201041991123,35.502360552544154,24.0,90.0,34.31594760931269
sift1m,orion_no_refinement,1,16,0.8,20069,20064,0.9997508595346056,15.36054625199362,10.0,32.0,18.279745984510495,571.6638755980862,477.0,1129.8499999999985,400.0735034624251,24.6565490430622,20.0,45.0,18.502352160179992
sift1m,orion_no_refinement,1,16,0.9,20069,20058,0.9994518909761323,19.405523980456675,10.0,80.0,26.358466268723486,654.5109183368232,496.0,1765.1499999999978,553.5545955042312,28.569648020739855,21.0,86.0,26.378148543747773
sift1m,orion_no_refinement,1,16,0.95,20069,20053,0.9992027505107379,21.054405824564903,10.0,80.0,28.64403965037779,684.0504662643993,505.0,1905.3999999999978,589.9646652426605,30.164663641350423,21.0,88.0,28.628468395039956
sift1m,orion_no_refinement,1,32,0.8,25197,25195,0.9999206254712862,14.318872792220679,10.0,32.0,16.247805873807426,507.43877753522526,437.0,957.0,322.33353011501913,22.165389958325065,18.0,39.29999999999927,16.28250768039499
sift1m,orion_no_refinement,1,32,0.9,25197,25193,0.9998412509425725,16.88691303139761,10.0,40.0,22.22050307186627,554.8263803437462,448.0,1162.3999999999978,419.84974311656686,24.653514865240343,19.0,47.0,22.07750097609261
sift1m,orion_no_refinement,1,32,0.95,25197,25192,0.9998015636782157,17.544855509685615,10.0,40.0,23.20715363259056,565.6182915211178,452.0,1230.0,433.51749890836896,25.29175928866307,19.0,49.0,23.038246026529347
sift1m,random,20260820,2,0.8,17983,17979,0.9997775677028304,17.106401913343344,10.0,40.0,22.09158745881089,693.3438455976417,549.0,1488.0999999999985,557.9333532733451,29.342844429612324,23.0,53.0,22.016468494591734
sift1m,random,20260820,2,0.9,17983,17973,0.9994439192570761,24.17882379124242,10.0,80.0,32.39781968468422,859.1281366494186,604.0,2425.0,791.9941367327162,36.180604239692876,26.0,91.0,32.056531255939404
sift1m,random,20260820,2,0.95,17983,17973,0.9994439192570761,24.1981861681411,10.0,80.0,32.42121279770175,859.5349134813331,604.0,2425.0,792.4573956612613,36.199632782507095,26.0,91.0,32.07892200233219
sift1m,random,20260820,4,0.8,33941,33939,0.9999410742170236,14.570788768083915,10.0,32.0,16.284129973882422,588.3363976546157,501.0,1138.0,403.2074387628997,26.482748460473204,22.0,45.0,16.296590187538676
sift1m,random,20260820,4,0.9,33941,33939,0.9999410742170236,15.11629688558885,10.0,32.0,17.54635232703538,600.7158725949498,504.0,1191.0,429.09859387265004,27.01258139603406,23.0,46.0,17.519170869086317
sift1m,random,20260820,4,0.95,33941,33939,0.9999410742170236,15.11629688558885,10.0,32.0,17.54635232703538,600.7158725949498,504.0,1191.0,429.09859387265004,27.01258139603406,23.0,46.0,17.519170869086317
sift1m,random,20260820,8,0.8,52912,52912,1.0,11.97361657091019,10.0,20.0,9.792420654862083,485.0679996976111,449.0,788.0,245.70256321757557,23.36759147263381,22.0,33.0,10.02086229653095
sift1m,random,20260820,8,0.9,52912,52912,1.0,11.992213486543696,10.0,20.0,9.899018401597878,485.4692319322649,449.0,790.0,247.2926529077313,23.3858104021772,22.0,33.0,10.12188166322502
