upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
100,20,4,1000,10,0.8837,175.02747751414898,5.713388630189002,15.221,100.0,46.27948229419881
