policy,repetition,query_count,concurrency,wall_seconds,qps,client_cpu_utilization_pct,recall_at_10,mean_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,response_bytes_per_query,response_distance_computations_per_query,response_nodes_visited_per_query,response_worker_cpu_time_us_per_query,controller_combined_cpu_utilization_pct,mean_worker_cpu_utilization_pct,max_worker_cpu_utilization_pct,cluster_network_bytes_per_query
P0,1,18000,128,16.385330910001358,1098.5435752788535,14.585671014225504,0.9311999999999999,22061.558478944444,6424.9015,105880.78850000001,175682.55875999999,1332.2477777777779,1587.7634444444445,64.36344444444444,559.8152777777777,8.701889154176472,3.1261023963182186,5.446945227424315,7141.007444444444
P0,2,18000,128,16.15564900899335,1114.1613679512323,14.592022272288093,0.9311999999999999,20994.03701244444,6220.6605,102655.18009999987,170431.57394999985,1332.249111111111,1587.7634444444445,64.36344444444444,555.0421111111111,8.495480430628145,3.1585099273555763,5.519225294943603,7140.129722222222
P0,3,18000,128,15.438340979002533,1165.9283872847182,15.181943295026477,0.9311999999999999,41953.21574122222,8970.359,160760.71284999998,230841.64415999994,1332.2499444444445,1587.7634444444445,64.36344444444444,555.4692777777777,8.787645437497783,3.3016644917707683,5.748674687306597,7143.101777777778
P1,1,18000,64,15.720110783004202,1145.03009860851,14.692209639177975,0.9486444444444444,27278.86821466667,14459.988000000001,85667.72999999998,119178.59769999981,1332.1575555555555,1381.1913333333334,50.70366666666666,540.0275,10.533216694144024,3.675405254792748,4.723249156760104,7305.4985
P1,2,18000,64,17.33887477299868,1038.1296500295896,14.596202455514405,0.9486444444444444,17662.77068261111,6056.739,81760.67579999992,131528.9031599999,1332.1562222222221,1381.1913333333334,50.70366666666666,540.8502222222222,9.910293233152842,3.356298791376528,4.315927896882275,7330.986166666667
P1,3,18000,64,16.130898459996388,1115.8708886946915,14.940582484303485,0.9486444444444444,36507.668116333334,29235.311,98908.19029999997,136548.01088999995,1332.1486111111112,1381.1913333333334,50.70366666666666,539.7276666666667,10.419961030079596,3.5749196989663266,4.613299553723887,7303.049777777778
P2,1,18000,256,12.120835711997643,1485.0461162659722,14.945347303543688,0.9392555555555555,41791.96301577778,25481.43,138407.82819999996,217064.91425999883,1333.5130555555556,2199.4505555555556,96.56966666666666,718.3190555555556,9.494669845200498,4.796607286025741,8.655893798050274,7133.1215555555555
P2,2,18000,256,15.963701791995845,1127.558020973879,15.419187790510948,0.9392555555555555,61865.099910499994,18534.982,226912.17649999997,348295.6608499999,1333.5001111111112,2199.4505555555556,96.56966666666666,730.8902777777778,8.936941351422595,3.694144565628927,6.645284077313647,7160.358833333334
P2,3,18000,256,16.17196106100164,1113.0375550684846,14.862948707539903,0.9392555555555555,32708.137726944446,6743.693499999999,152645.02609999996,243362.14941999942,1333.4853333333333,2199.4505555555556,96.56966666666666,726.6301666666667,8.775476649451987,3.6482897638355882,6.554554490958854,7149.998277777778
P2,4,18000,256,15.593095832002291,1154.3570432664135,14.50971614938424,0.9392555555555555,17360.726276555553,5832.9130000000005,89564.86234999998,166711.38904999927,1333.4902777777777,2199.4505555555556,96.56966666666666,729.6725,8.818005191618436,3.7783816184692327,6.797880365902213,7146.536388888889
P2,5,18000,256,15.776325195998652,1140.950112042907,14.485328033359831,0.9392555555555555,19933.176595722223,6302.414000000001,95669.8422,165140.02202999996,1333.494888888889,2199.4505555555556,96.56966666666666,728.5676111111111,8.874056427000388,3.7327380208811154,6.708364084696722,7147.413055555556
P3,1,18000,128,16.6660626840021,1080.0391394950386,14.426391198161754,0.9912777777777778,13914.905966166667,6251.45,64203.454999999965,119927.38453999998,1334.1182222222221,2534.556777777778,109.295,864.8149444444444,10.215370194390573,4.405159638403375,6.385231394144278,7338.3867222222225
P3,2,18000,128,17.584087588998955,1023.6527717969996,14.588274840912774,0.9912777777777778,17637.317244444443,6218.814,95759.62514999998,172513.15940999816,1334.1234444444444,2534.556777777778,109.295,867.7789444444444,10.198614652347885,4.1783357737701605,6.056612233132248,7343.978722222222
P3,3,18000,128,15.91943508300028,1130.6933886882375,15.45935448270427,0.9912777777777778,55981.42560377778,35357.6555,175999.16485,246285.5916699999,1334.1411666666668,2534.556777777778,109.295,868.6740555555556,10.8515157164385,4.583844956919752,6.663762425000584,7342.769833333334
