policy,config_id,config,query_count,recall_at_10,p5_per_query_recall,mean_shards_per_query,p95_shards_per_query,aggregate_distance_computations_per_query,p95_aggregate_distance_computations,max_shard_distance_computations_mean,p95_max_shard_distance_computations,p99_max_shard_distance_computations,aggregate_nodes_visited_per_query,p95_max_shard_nodes_visited,worker_cpu_time_us_per_query
P0,99f64554f021592d,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":8,""ef_min"":8,""ef_max"":512}",1000,0.601,0.0,4.0,4.0,2380.97,3085.6999999999994,815.098,1165.05,1376.01,62.773,32.0,1187.876
P0,a3004f723fadd8fe,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":16,""ef_min"":8,""ef_max"":512}",1000,0.6641,0.1,4.0,4.0,3347.321,4341.05,1133.362,1605.8999999999992,1959.02,89.234,42.0,1493.279
P0,e95ef758d4a66d7b,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":32,""ef_min"":8,""ef_max"":512}",1000,0.7519,0.2,4.0,4.0,5643.756,7121.05,1884.195,2602.25,3022.17,155.267,65.04999999999995,2184.118
P0,a6b99609271165a3,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":64,""ef_min"":8,""ef_max"":512}",1000,0.8224,0.3,4.0,4.0,9830.395,12175.849999999999,3249.269,4302.1,4773.21,283.272,103.0,3472.556
P0,1bec8afe1fc0b054,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":128,""ef_min"":8,""ef_max"":512}",1000,0.8779,0.5,4.0,4.0,17641.875,21776.1,5860.442,7382.1,8043.03,537.099,172.0,5943.028
P0,3dab823a01b35c5e,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":256,""ef_min"":8,""ef_max"":512}",1000,0.9244,0.6,4.0,4.0,32155.308,39341.95,10797.422,12999.55,13542.04,1042.877,287.04999999999995,10633.446
P0,aa29843b3dee6e57,"{""policy"":""P0"",""fixed_p"":4,""uniform_ef_search"":512,""ef_min"":8,""ef_max"":512}",1000,0.9581000000000001,0.8,4.0,4.0,59103.183,71917.0,20223.094,23975.4,24810.62,2062.545,533.0,19645.766
P1,0a54065045ca7bff,"{""policy"":""P1"",""uniform_ef_search"":8,""ef_min"":8,""ef_max"":512}",1000,0.597,0.0,2.896,4.0,1594.978,2538.4999999999995,686.116,1015.0,1151.04,36.928,20.0,811.269
P1,cd741f938e433297,"{""policy"":""P1"",""uniform_ef_search"":16,""ef_min"":8,""ef_max"":512}",1000,0.6596000000000001,0.1,2.896,4.0,2279.955,3578.0,967.363,1401.4499999999996,1578.1499999999999,55.077,29.0,1020.047
P1,b89c88bbdb3386d5,"{""policy"":""P1"",""uniform_ef_search"":32,""ef_min"":8,""ef_max"":512}",1000,0.7463,0.2,2.896,4.0,3955.334,6313.349999999999,1670.134,2376.2999999999997,2797.4199999999996,101.636,50.049999999999955,1504.04
P1,e62a2b9c534c1b59,"{""policy"":""P1"",""uniform_ef_search"":64,""ef_min"":8,""ef_max"":512}",1000,0.8164,0.3,2.896,4.0,7042.263,11030.8,2965.704,4103.0,4722.17,193.497,87.0,2420.986
P1,998f0f85974aac3e,"{""policy"":""P1"",""uniform_ef_search"":128,""ef_min"":8,""ef_max"":512}",1000,0.8712000000000001,0.4950000000000003,2.896,4.0,12835.097,19964.0,5416.498,7241.349999999999,7843.2,377.24,151.0,4177.365
P1,506ed44810159d6b,"{""policy"":""P1"",""uniform_ef_search"":256,""ef_min"":8,""ef_max"":512}",1000,0.9177000000000001,0.6,2.896,4.0,23594.765,36961.55,9993.368,12956.1,13414.0,745.422,271.04999999999995,7533.896
P1,6d28ad1d522389b1,"{""policy"":""P1"",""uniform_ef_search"":512,""ef_min"":8,""ef_max"":512}",1000,0.9512,0.7,2.896,4.0,43444.328,68235.85,18575.372,23919.55,24810.62,1485.376,521.05,13960.499
P2,c96a67cd19ac66f0,"{""policy"":""P2"",""fixed_p"":1,""alpha"":1,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.6053,0.0,1.0,1.0,1726.105,2620.6499999999996,1726.105,2620.6499999999996,3006.05,42.32,53.0,629.898
P2,3f7c456270e3625f,"{""policy"":""P2"",""fixed_p"":1,""alpha"":1,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.6127999999999999,0.1,1.0,1.0,1867.377,2835.0,1867.377,2835.0,3278.7199999999993,46.246,57.0,675.392
P2,531c07e1f9334648,"{""policy"":""P2"",""fixed_p"":1,""alpha"":1,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.6253,0.1,1.0,1.0,2150.054,3201.4999999999995,2150.054,3201.4999999999995,3719.4999999999995,54.254,65.0,760.479
P2,4e62047a763ed600,"{""policy"":""P2"",""fixed_p"":1,""alpha"":1,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.6453,0.1,1.0,1.0,2694.847,3964.5999999999995,2694.847,3964.5999999999995,4491.29,69.898,81.0,915.942
P2,6c5815516e61ebef,"{""policy"":""P2"",""fixed_p"":1,""alpha"":1,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.6693,0.1,1.0,1.0,3750.13,5405.05,3750.13,5405.05,5769.21,101.393,112.0,1229.796
P2,80bf247ca00c1dc1,"{""policy"":""P2"",""fixed_p"":1,""alpha"":2,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.6521,0.1,1.0,1.0,2942.562,4497.549999999999,2942.562,4497.549999999999,4967.05,77.886,100.0,996.555
P2,333a7cc558970c53,"{""policy"":""P2"",""fixed_p"":1,""alpha"":2,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.6551,0.1,1.0,1.0,3079.775,4723.5,3079.775,4723.5,5145.58,81.954,104.0,1035.874
P2,3002ab51f500319e,"{""policy"":""P2"",""fixed_p"":1,""alpha"":2,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.6606000000000001,0.1,1.0,1.0,3348.431,5066.1,3348.431,5066.1,5493.799999999999,89.907,112.0,1119.15
P2,1a516bf36a436450,"{""policy"":""P2"",""fixed_p"":1,""alpha"":2,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.6698,0.1,1.0,1.0,3866.078,5721.1,3866.078,5721.1,6274.29,105.612,128.0,1277.223
P2,6f2b595307ade4bd,"{""policy"":""P2"",""fixed_p"":1,""alpha"":2,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.6852,0.1,1.0,1.0,4892.055,7203.4,4892.055,7203.4,7919.0599999999995,137.529,160.0,1588.348
P2,527c7c313aa2f396,"{""policy"":""P2"",""fixed_p"":1,""alpha"":4,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.6896,0.2,1.0,1.0,5233.388,8132.25,5233.388,8132.25,9060.32,149.921,196.0,1699.273
P2,86830e995bf9b165,"{""policy"":""P2"",""fixed_p"":1,""alpha"":4,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.6904,0.2,1.0,1.0,5356.256,8296.849999999999,5356.256,8296.849999999999,9293.19,153.906,200.0,1726.952
P2,6ccb6139c6d1ce6e,"{""policy"":""P2"",""fixed_p"":1,""alpha"":4,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.6927000000000001,0.2,1.0,1.0,5603.884,8586.2,5603.884,8586.2,9644.36,161.917,208.0,1803.719
P2,334cc0a5e8aaaf21,"{""policy"":""P2"",""fixed_p"":1,""alpha"":4,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.6957000000000001,0.2,1.0,1.0,6094.734,9233.0,6094.734,9233.0,10425.1,177.828,224.0,1953.632
P2,7535a68ddcfbda1c,"{""policy"":""P2"",""fixed_p"":1,""alpha"":4,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.7042999999999999,0.2,1.0,1.0,7065.444,10656.849999999999,7065.444,10656.849999999999,11718.21,209.825,256.0,2236.17
P2,1aeb13f380d086bd,"{""policy"":""P2"",""fixed_p"":1,""alpha"":8,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.7175,0.2,1.0,1.0,9421.491,14861.599999999999,9421.491,14861.599999999999,16448.079999999998,294.793,388.0,3012.205
P2,a751d0d21c2139a0,"{""policy"":""P2"",""fixed_p"":1,""alpha"":8,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.7181000000000001,0.2,1.0,1.0,9533.625,15017.0,9533.625,15017.0,16647.59,298.744,392.0,3034.427
P2,23760f545f1fbe57,"{""policy"":""P2"",""fixed_p"":1,""alpha"":8,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.7197,0.2,1.0,1.0,9758.77,15273.35,9758.77,15273.35,17073.4,306.68,400.0,3077.038
P2,e9921c9f33866ecb,"{""policy"":""P2"",""fixed_p"":1,""alpha"":8,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.7216,0.2,1.0,1.0,10207.133,15923.099999999999,10207.133,15923.099999999999,17758.39,322.618,416.0,3240.486
P2,0f950bbf810ce679,"{""policy"":""P2"",""fixed_p"":1,""alpha"":8,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.726,0.2,1.0,1.0,11097.932,17103.2,11097.932,17103.2,19158.629999999997,354.556,448.0,3477.997
P2,a63cbbe053d19b74,"{""policy"":""P2"",""fixed_p"":1,""alpha"":16,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.7376,0.2,1.0,1.0,14776.302,22848.75,14776.302,22848.75,24379.329999999998,485.312,514.0,4649.051
P2,c39b4b3e12f7da50,"{""policy"":""P2"",""fixed_p"":1,""alpha"":16,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.7377999999999999,0.2,1.0,1.0,14813.939,22922.35,14813.939,22922.35,24412.239999999998,486.606,514.0,4650.285
P2,1aaf112fe3cffa07,"{""policy"":""P2"",""fixed_p"":1,""alpha"":16,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.7379,0.2,1.0,1.0,14889.378,22973.849999999995,14889.378,22973.849999999995,24434.02,489.217,514.0,4689.272
P2,d9ff991f44b85001,"{""policy"":""P2"",""fixed_p"":1,""alpha"":16,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.7383,0.2,1.0,1.0,15019.998,22973.849999999995,15019.998,22973.849999999995,24489.45,493.767,514.0,4716.385
P2,96327a6abaa46ad5,"{""policy"":""P2"",""fixed_p"":1,""alpha"":16,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.7386,0.2,1.0,1.0,15233.782,23142.05,15233.782,23142.05,24489.45,501.411,514.0,4781.428
P2,67e09a5a3d3496ef,"{""policy"":""P2"",""fixed_p"":2,""alpha"":1,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.7136,0.1,2.0,2.0,2507.08,3476.05,1744.285,2620.6499999999996,3006.05,61.386,53.0,973.2
P2,d86746656881b440,"{""policy"":""P2"",""fixed_p"":2,""alpha"":1,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.7245,0.1,2.0,2.0,2756.252,3820.05,1890.038,2835.0,3278.7199999999993,68.201,57.0,1048.055
P2,a37767c36c1904b3,"{""policy"":""P2"",""fixed_p"":2,""alpha"":1,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.7415,0.2,2.0,2.0,3333.231,4766.4,2185.723,3201.4999999999995,3719.4999999999995,84.277,65.0,1215.736
P2,8e2385a6ec5eab72,"{""policy"":""P2"",""fixed_p"":2,""alpha"":1,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.7687999999999999,0.2,2.0,2.0,4434.651,6358.25,2765.081,3997.45,4520.599999999999,115.951,81.0,1542.436
P2,2219028b99a0f713,"{""policy"":""P2"",""fixed_p"":2,""alpha"":1,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8007000000000001,0.3,2.0,2.0,6528.17,9279.3,3914.765,5407.05,5769.21,179.018,112.0,2169.727
P2,b9dd9179c243c249,"{""policy"":""P2"",""fixed_p"":2,""alpha"":2,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.7686000000000001,0.2,2.0,2.0,4081.14,5831.25,2974.049,4497.549999999999,4967.05,106.65,100.0,1441.182
P2,94c6dcb66735294e,"{""policy"":""P2"",""fixed_p"":2,""alpha"":2,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.7737,0.2,2.0,2.0,4338.344,6229.1,3114.962,4723.5,5145.58,114.092,104.0,1516.73
P2,dca2c9722d3af70c,"{""policy"":""P2"",""fixed_p"":2,""alpha"":2,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.7826000000000001,0.2,2.0,2.0,4888.508,7037.4,3393.881,5066.1,5493.799999999999,130.008,112.0,1687.876
P2,65549e852dad6db5,"{""policy"":""P2"",""fixed_p"":2,""alpha"":2,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.7965,0.3,2.0,2.0,5943.774,8567.25,3931.563,5721.1,6274.29,161.627,128.0,2004.933
P2,23d4a0a0611c285f,"{""policy"":""P2"",""fixed_p"":2,""alpha"":2,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8182999999999999,0.3,2.0,2.0,7995.901,11493.149999999998,5019.736,7203.4,7919.0599999999995,225.222,160.0,2631.677
P2,68c2c6aa0b1f5178,"{""policy"":""P2"",""fixed_p"":2,""alpha"":4,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8159,0.3,2.0,2.0,7058.932,10222.25,5286.731,8132.25,9060.32,198.605,196.0,2345.288
P2,bbf15a0285593d4b,"{""policy"":""P2"",""fixed_p"":2,""alpha"":4,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8176,0.3,2.0,2.0,7302.731,10612.099999999999,5412.749,8296.849999999999,9293.19,206.146,200.0,2419.512
P2,f020c3c071f4e452,"{""policy"":""P2"",""fixed_p"":2,""alpha"":4,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8217000000000001,0.3,2.0,2.0,7818.182,11371.449999999999,5669.122,8586.2,9644.36,222.108,208.0,2564.109
P2,e9d11c8746bec953,"{""policy"":""P2"",""fixed_p"":2,""alpha"":4,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8274,0.3,2.0,2.0,8825.827,12859.05,6178.549,9233.0,10425.1,253.776,224.0,2884.062
P2,9ab9041fb80a1335,"{""policy"":""P2"",""fixed_p"":2,""alpha"":4,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8412000000000001,0.4,2.0,2.0,10814.975,15738.949999999997,7194.974,10656.849999999999,11718.21,317.822,256.0,3477.946
P2,b248d6a0c9d2cf35,"{""policy"":""P2"",""fixed_p"":2,""alpha"":8,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8527,0.4,2.0,2.0,12555.527,18482.4,9525.308,14861.599999999999,16448.079999999998,383.809,388.0,4059.481
P2,8e34a287e1010c1b,"{""policy"":""P2"",""fixed_p"":2,""alpha"":8,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8536,0.4,2.0,2.0,12782.265,18853.699999999993,9641.862,15017.0,16647.59,391.332,392.0,4114.918
P2,d5a9fc1d46499aae,"{""policy"":""P2"",""fixed_p"":2,""alpha"":8,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8562000000000001,0.4,2.0,2.0,13264.18,19689.05,9875.685,15273.35,17073.4,407.279,400.0,4239.8
P2,1632d69303876ad6,"{""policy"":""P2"",""fixed_p"":2,""alpha"":8,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8605,0.4,2.0,2.0,14214.791,21101.95,10341.038,15923.099999999999,17758.39,439.182,416.0,4554.426
P2,46871645587769cf,"{""policy"":""P2"",""fixed_p"":2,""alpha"":8,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8677,0.5,2.0,2.0,16090.317,23914.499999999996,11271.663,17103.2,19158.629999999997,503.246,448.0,5096.192
P2,4baeba9456e22758,"{""policy"":""P2"",""fixed_p"":2,""alpha"":16,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8815,0.5,2.0,2.0,20354.969,32823.14999999999,14992.698,22848.75,24379.329999999998,655.261,514.0,6460.512
P2,333180e5bbace561,"{""policy"":""P2"",""fixed_p"":2,""alpha"":16,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8817999999999999,0.5,2.0,2.0,20505.368,33083.399999999994,15035.886,22922.35,24412.239999999998,660.31,514.0,6480.141
P2,c98ddf60b4df64a3,"{""policy"":""P2"",""fixed_p"":2,""alpha"":16,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8827999999999999,0.5,2.0,2.0,20827.265,33744.399999999994,15121.762,22973.849999999995,24434.02,671.005,514.0,6585.019
P2,1884ba770917a03c,"{""policy"":""P2"",""fixed_p"":2,""alpha"":16,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8837999999999999,0.5,2.0,2.0,21437.506,34750.74999999999,15273.46,22973.849999999995,24489.45,691.584,514.0,6781.145
P2,a507199a248a39d5,"{""policy"":""P2"",""fixed_p"":2,""alpha"":16,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8857,0.5,2.0,2.0,22578.995,36394.24999999999,15535.396,23142.05,24489.45,731.055,514.0,7137.774
P2,59a18a1e2301ae9d,"{""policy"":""P2"",""fixed_p"":3,""alpha"":1,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.7452000000000001,0.2,3.0,3.0,3094.883,4129.15,1745.887,2620.6499999999996,3006.05,77.85,53.0,1260.18
P2,1b3a254dfbd8444f,"{""policy"":""P2"",""fixed_p"":3,""alpha"":1,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.7582000000000001,0.2,3.0,3.0,3396.41,4523.299999999999,1892.84,2835.0,3278.7199999999993,86.125,57.0,1347.322
P2,3ae277b1b5da081e,"{""policy"":""P2"",""fixed_p"":3,""alpha"":1,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.7777000000000001,0.2,3.0,3.0,4254.888,5702.349999999999,2189.793,3201.4999999999995,3719.4999999999995,110.356,65.0,1603.607
P2,5edcda9a11c4abcf,"{""policy"":""P2"",""fixed_p"":3,""alpha"":1,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8088,0.3,3.0,3.0,5904.293,7869.749999999999,2783.734,3997.45,4520.599999999999,158.832,81.0,2101.245
P2,bdc7501ffed5938e,"{""policy"":""P2"",""fixed_p"":3,""alpha"":1,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8436,0.4,3.0,3.0,9009.108,11612.25,3976.146,5413.05,5769.21,254.228,112.0,3042.672
P2,4db1ff6d0f4901b8,"{""policy"":""P2"",""fixed_p"":3,""alpha"":2,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8031,0.29500000000000026,3.0,3.0,4765.821,6463.15,2975.175,4497.549999999999,4967.05,125.839,100.0,1753.805
P2,975c953e5fac66ed,"{""policy"":""P2"",""fixed_p"":3,""alpha"":2,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8097000000000001,0.3,3.0,3.0,5101.38,6958.649999999998,3116.351,4723.5,5145.58,135.486,104.0,1856.319
P2,f42a159f7137d997,"{""policy"":""P2"",""fixed_p"":3,""alpha"":2,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8209,0.3,3.0,3.0,5925.571,8029.299999999999,3395.112,5066.1,5493.799999999999,159.499,112.0,2107.751
P2,fc9ee56319858f5c,"{""policy"":""P2"",""fixed_p"":3,""alpha"":2,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8372999999999999,0.3,3.0,3.0,7526.211,10039.699999999999,3935.868,5721.1,6274.29,207.948,128.0,2593.877
P2,f61a0100fec8e2e1,"{""policy"":""P2"",""fixed_p"":3,""alpha"":2,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8615,0.4,3.0,3.0,10579.777,13924.5,5046.328,7203.4,7919.0599999999995,303.738,160.0,3532.764
P2,c3e756aaf0e52e0d,"{""policy"":""P2"",""fixed_p"":3,""alpha"":4,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8533,0.4,3.0,3.0,7959.869,10983.0,5287.516,8132.25,9060.32,224.156,196.0,2722.716
P2,f243f2e6a18eca12,"{""policy"":""P2"",""fixed_p"":3,""alpha"":4,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8557,0.4,3.0,3.0,8298.475,11597.25,5413.951,8296.849999999999,9293.19,234.491,200.0,2823.048
P2,4079c3dd3a4c67dc,"{""policy"":""P2"",""fixed_p"":3,""alpha"":4,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8609,0.4,3.0,3.0,9085.776,12522.4,5670.547,8586.2,9644.36,258.53,208.0,3060.333
P2,1fbd88ad9f149fe3,"{""policy"":""P2"",""fixed_p"":3,""alpha"":4,""beta"":32,""ef_min"":8,""ef_max"":512}",1000,0.8686,0.4,3.0,3.0,10622.236,14374.1,6181.023,9233.0,10425.1,306.791,224.0,3538.76
P2,14d28ae5f7688771,"{""policy"":""P2"",""fixed_p"":3,""alpha"":4,""beta"":64,""ef_min"":8,""ef_max"":512}",1000,0.8854,0.5,3.0,3.0,13604.699,18271.649999999998,7202.889,10656.849999999999,11718.21,403.02,256.0,4442.598
P2,cadddd4e583fd2a6,"{""policy"":""P2"",""fixed_p"":3,""alpha"":8,""beta"":4,""ef_min"":8,""ef_max"":512}",1000,0.8932,0.5,3.0,3.0,13899.594,19785.499999999996,9526.495,14861.599999999999,16448.079999999998,422.914,388.0,4574.334
P2,dfa21f473db9d28a,"{""policy"":""P2"",""fixed_p"":3,""alpha"":8,""beta"":8,""ef_min"":8,""ef_max"":512}",1000,0.8947,0.5,3.0,3.0,14225.487,20185.3,9643.155,15017.0,16647.59,433.453,392.0,4654.729
P2,c9aef7b97f9b330c,"{""policy"":""P2"",""fixed_p"":3,""alpha"":8,""beta"":16,""ef_min"":8,""ef_max"":512}",1000,0.8977999999999999,0.5,3.0,3.0,14962.0,21080.55,9877.287,15273.35,17073.4,457.228,400.0,4853.612
