strategy,nprobe,hnsw_ef,schedule_name,schedule,query_count,top_k,recall_at_k,qps,wall_s,avg_selected_shards
adaptive,1,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.55306,2360.8070500855492,4.235839603934437,1.0
adaptive,2,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.69389,1932.138427178262,5.175612605875358,2.0
adaptive,4,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.79183,1547.094973924006,6.463727287948132,4.0
adaptive,8,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.85313,851.6371187722079,11.74209035700187,8.0
adaptive,16,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.89403,602.8445120630066,16.588025270029902,16.0
adaptive,32,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.91585,352.7464385160096,28.348975094035268,32.0
adaptive,44,,sched_c_4_20_44__128_64_56,"[[4, 128], [20, 64], [44, 56]]",10000,10,0.92097,274.1051367030964,36.48235170007683,44.0
