run,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
1,80,12,6,10000,10,0.88135,209.13274551883285,47.81651947996579,13.4218,80.0,47.762714390022204
2,80,12,6,10000,10,0.88135,210.46821998114345,47.51311148493551,13.4218,80.0,47.762714390022204
3,80,12,6,10000,10,0.88135,209.17004030371194,47.80799384787679,13.4218,80.0,47.762714390022204
