upper_k,nprobe,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,estimated_ef_sum_per_query,avg_physical_peers_per_query,latency_p50_ms,latency_p95_ms,latency_p99_ms,search_batch_calls,avg_search_requests_per_query,avg_candidate_groups_per_query,avg_returned_candidates_per_query
26,26,200,0,3000,10,0.9497,540.8141688312418,5.5471919429983245,26.0,0.0,200.0,5200.0,3.0,353.1926360010402,364.40426070039393,366.10902894084575,15,1.0,1.0,10.0
