upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,64,6,500,10,0.9302,170.66680630250275,2.9296851029939717,17.412,110.152,101.95727084769125,5,17.412
