upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
60,12,2,1000,10,0.8025,230.29787006409117,4.3422025558538735,11.522,60.0,22.414858531504947
60,12,4,1000,10,0.8383,218.17603816712875,4.583454756997526,11.522,60.0,32.829717063009895
60,12,6,1000,10,0.8627,221.52883269330303,4.514085086993873,11.522,60.0,43.24457559451484
60,16,2,1000,10,0.8136,237.73083905764682,4.206437852000818,11.522,60.0,26.414858531504947
60,16,4,1000,10,0.8452,218.61381882430769,4.574276252882555,11.522,60.0,36.829717063009895
60,16,6,1000,10,0.8686,224.88263106915431,4.446764053078368,11.522,60.0,47.24457559451484
60,20,2,1000,10,0.8226,278.4430858172963,3.5913982100319117,11.522,60.0,30.414858531504947
60,20,4,1000,10,0.8522,253.66291237256274,3.9422396859154105,11.522,60.0,40.829717063009895
60,20,6,1000,10,0.8727,249.8918240893009,4.00173156382516,11.522,60.0,51.24457559451484
60,24,2,1000,10,0.8308,295.3863001067413,3.3853973580989987,11.522,60.0,34.41485853150495
60,24,4,1000,10,0.8579,276.1964472353596,3.6206113800872117,11.522,60.0,44.829717063009895
60,24,6,1000,10,0.8765,239.04682458678798,4.183280835160986,11.522,60.0,55.24457559451484
80,12,2,1000,10,0.8228,249.59245189560505,4.006531417137012,13.536,80.0,23.82033096926714
80,12,4,1000,10,0.8601,229.56357062223984,4.356091854162514,13.536,80.0,35.64066193853428
80,12,6,1000,10,0.8818,208.36938762474105,4.799169452860951,13.536,80.0,47.46099290780142
80,16,2,1000,10,0.8313,258.16551167279835,3.873484082054347,13.536,80.0,27.82033096926714
80,16,4,1000,10,0.8669,226.62303887980602,4.412614026106894,13.536,80.0,39.64066193853428
80,16,6,1000,10,0.886,204.85593747141755,4.881479210918769,13.536,80.0,51.46099290780142
80,20,2,1000,10,0.8408,244.09403866928582,4.096781738102436,13.536,80.0,31.82033096926714
80,20,4,1000,10,0.8742,211.54382237859102,4.72715293103829,13.536,80.0,43.64066193853428
80,20,6,1000,10,0.8894,198.45422850276765,5.038945290027186,13.536,80.0,55.46099290780142
80,24,2,1000,10,0.8478,240.18256283749827,4.163499582093209,13.536,80.0,35.82033096926714
80,24,4,1000,10,0.8783,218.06393498478548,4.585811037803069,13.536,80.0,47.64066193853428
80,24,6,1000,10,0.8932,191.5616586693121,5.2202513120137155,13.536,80.0,59.46099290780142
100,12,2,1000,10,0.8378,224.72563043833503,4.449870707001537,15.077,100.0,25.26523844266101
100,12,4,1000,10,0.8763,190.9357109094997,5.237364949891344,15.077,100.0,38.53047688532202
100,12,6,1000,10,0.8961,171.1077022537398,5.84427227312699,15.077,100.0,51.79571532798302
100,16,2,1000,10,0.8452,218.02237133256693,4.586685274029151,15.077,100.0,29.26523844266101
100,16,4,1000,10,0.882,189.64807445605445,5.272924615070224,15.077,100.0,42.53047688532202
100,16,6,1000,10,0.9002,171.29325870576275,5.8379413618240505,15.077,100.0,55.79571532798302
100,20,2,1000,10,0.8534,214.02632134319282,4.672322514932603,15.077,100.0,33.26523844266101
100,20,4,1000,10,0.8869,191.2603008705153,5.2284765602089465,15.077,100.0,46.53047688532202
100,20,6,1000,10,0.9036,170.01270146776244,5.881913476856425,15.077,100.0,59.79571532798302
100,24,2,1000,10,0.8602,210.77587202426895,4.744376054033637,15.077,100.0,37.26523844266101
100,24,4,1000,10,0.8906,184.6605225828225,5.415342629887164,15.077,100.0,50.53047688532202
100,24,6,1000,10,0.9063,171.20403419925407,5.840983856935054,15.077,100.0,63.79571532798302
120,12,2,1000,10,0.849,201.24742880514214,4.969007584033534,16.802,120.0,26.284013807880015
120,12,4,1000,10,0.8884,180.35008832806471,5.544771334854886,16.802,120.0,40.56802761576003
120,12,6,1000,10,0.9082,155.03938933951915,6.449973805109039,16.802,120.0,54.852041423640046
120,16,2,1000,10,0.8568,197.014192228151,5.075776464072987,16.802,120.0,30.284013807880015
120,16,4,1000,10,0.8934,172.19059988381335,5.807517952052876,16.802,120.0,44.56802761576003
120,16,6,1000,10,0.9119,155.05071068800981,6.449502846924588,16.802,120.0,58.852041423640046
120,20,2,1000,10,0.8652,198.0955203669109,5.048069729935378,16.802,120.0,34.284013807880015
120,20,4,1000,10,0.8984,175.0251526273038,5.7134645220357925,16.802,120.0,48.56802761576003
120,20,6,1000,10,0.9142,151.88724108358886,6.5838314848951995,16.802,120.0,62.852041423640046
120,24,2,1000,10,0.8701,190.93780863288194,5.237307409988716,16.802,120.0,38.284013807880015
120,24,4,1000,10,0.9009,169.03181883448187,5.916045907186344,16.802,120.0,52.56802761576003
120,24,6,1000,10,0.9178,151.3857659995965,6.605640850029886,16.802,120.0,66.85204142364005
