concurrency,concurrency_evaluation_mode,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query,routing_plan_wall_s_excluded_from_qps
2,end_to_end,100,64,6,10000,10,0.90058,488.7410096461492,20.460734423002577,17.1978,109.7319,102.71490539487608,100,1.0,
