upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,12,1,3000,10,0.9374333333333333,204.23901470837077,14.688672506003059,17.345,109.835,18.33237244162583,30,1.0
