experiment_id,timestamp,git_commit,dataset,dataset_checksum,partition_method,partition_seed,logical_shards,physical_hosts,logical_to_physical_mapping,vector_count,dimension,distance_metric,HNSW_M,HNSW_efConstruction,efSearch,navigation_sample_size,navigation_sample_rate,k_nav,shard_size_mean,shard_size_std,shard_size_min,shard_size_max,edge_cut_ratio,traversal_weighted_edge_cut,mean_retained_degree_ratio,largest_component_fraction,mean_path_shards,mean_path_transitions,mean_local_target_recall,mean_local_distance_computations,P_exact_mean,P_exact_p95,P_HNSW_mean,P_HNSW_p95,Delta_P_mean,W90_mean,W90_p95
c23-20260821-v1-sift1m-orion-m2,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion,1,2,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,500000.0,14292.0,485708,514292,0.00045435756359262397,0.004691999870565521,0.9993971143840684,0.999989,2.0,6.081777777777778,0.9135637969748563,857.7912502775927,1.0004444444444445,1.0,1.4377777777777778,3.0,0.43733333333333335,1008.6188888888889,1799.0
c23-20260821-v1-sift1m-orion-m4,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion,1,4,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,250000.0,91344.61082899198,159042,381623,0.18023583530731682,0.17772809480633756,0.8209707465565264,0.999659,3.9832222222222224,185.0328888888889,0.9340995678532051,783.475042900843,1.318111111111111,2.0,2.006666666666667,5.0,0.6885555555555556,1387.516,3231.0499999999993
c23-20260821-v1-sift1m-orion-m8,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion,1,8,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,125000.0,71866.68509817327,41698,219247,0.2535659840864827,0.24284026550702384,0.7562299629465261,0.999323,6.647666666666667,251.431,0.9393212198527585,772.5146394183533,1.4413333333333334,3.0,2.718888888888889,9.0,1.2775555555555556,1821.4052222222222,5668.049999999999
c23-20260821-v1-sift1m-orion-m16,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion,1,16,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,62500.0,49431.15951249778,14708,195026,0.3414127571524669,0.3236489658951843,0.6753568375053504,0.998795,9.961222222222222,335.4018888888889,0.9498975392626186,742.1197994987468,1.6437777777777778,3.0,3.8824444444444444,17.0,2.2386666666666666,2470.1614444444444,10062.199999999997
c23-20260821-v1-sift1m-orion-m32,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion,1,32,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,31250.0,32067.49485460316,5213,154055,0.4393709072356975,0.41983073972714535,0.579830382297904,0.997194,15.295111111111112,424.42844444444444,0.9567661907984489,691.3232573877735,1.9717777777777779,4.0,5.628777777777778,33.0,3.657,3294.353111111111,17906.299999999996
c23-20260821-v1-sift1m-orion_no_refinement-m2,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion_no_refinement,1,2,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,500000.0,14327.0,485673,514327,0.000646277169285686,0.004830531150499681,0.9991666365738501,0.999967,2.0,6.219333333333333,0.9143548307570939,858.1122698025295,1.0006666666666666,1.0,1.4337777777777778,3.0,0.4331111111111111,995.434,1744.0499999999993
c23-20260821-v1-sift1m-orion_no_refinement-m4,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion_no_refinement,1,4,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,250000.0,79662.7442629238,176374,375001,0.20436198156908242,0.19505074260433347,0.7940684920177561,0.999226,3.982,200.07744444444444,0.9390923627100922,771.7397337070778,1.3845555555555555,2.0,2.0643333333333334,5.0,0.6797777777777778,1431.2287777777779,3223.0
c23-20260821-v1-sift1m-orion_no_refinement-m8,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion_no_refinement,1,8,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,125000.0,44317.36463565946,70152,187501,0.3205125800610121,0.30177077023781507,0.6905302103044006,0.998865,6.743888888888889,306.99744444444445,0.9461196856257688,769.7000407474242,1.5915555555555556,3.0,2.7351111111111113,9.0,1.1435555555555557,1878.1434444444444,5753.0
c23-20260821-v1-sift1m-orion_no_refinement-m16,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion_no_refinement,1,16,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,62500.0,19274.65069722406,35843,93751,0.395751768629388,0.3842821318170613,0.6226412851464119,0.998446,10.196111111111112,392.30566666666664,0.9524343989426953,746.7611241217799,1.8203333333333334,3.0,3.654888888888889,17.0,1.8345555555555555,2422.5033333333336,10316.299999999996
c23-20260821-v1-sift1m-orion_no_refinement-m32,2026-08-22T09:46:07.674886Z,fe61fdac6760bc4d2bcd00cc512218d5fbd7e424,sift1m,dd6f0a6ed6b7ebb8934680f861a33ed01ff33991eaee4fd60914d854a0ca5984,orion_no_refinement,1,32,4,"{""microbenchmark_execution"":""one logical shard at a time"",""physical_host_count"":4,""rule"":""logical_shard_id modulo 4""}",1000000,128,euclid,32,200,24,31250,0.03125,10,31250.0,11411.421408505603,12095,46876,0.5002427347985217,0.4925244440782621,0.5203323847245963,0.99623,16.549444444444443,494.0311111111111,0.9618831228963387,696.690399650752,2.2382222222222223,4.0,4.899111111111111,33.0,2.660888888888889,3044.846,18442.149999999998
