dataset,logical_shards,sensitivity_parameter,factor,value,alpha,beta,navigation_k,recall_at_10,recall_gate_valid,mean_shards_per_query,p95_shards_per_query,aggregate_distance_computations_per_query,p95_max_shard_distance_computations
sift1m,8,alpha,0.5,1,1,4,100,0.9901666666666666,True,2.433777777777778,5.0,2734.318,2926.0499999999993
sift1m,8,alpha,1.0,1,1,4,100,0.9901666666666666,True,2.433777777777778,5.0,2734.318,2926.0499999999993
sift1m,8,alpha,2.0,2,2,4,100,0.9969,True,2.433777777777778,5.0,4481.489888888889,5085.049999999999
sift1m,8,beta,0.5,2,1,2,100,0.9893555555555557,True,2.433777777777778,5.0,2664.0355555555557,2877.0
sift1m,8,beta,1.0,4,1,4,100,0.9901666666666666,True,2.433777777777778,5.0,2734.318,2926.0499999999993
sift1m,8,beta,2.0,8,1,8,100,0.9913888888888889,True,2.433777777777778,5.0,2891.2324444444444,3018.0
sift1m,8,navigation_k,0.5,50,1,4,50,0.97,True,2.1991111111111112,4.0,1656.9514444444444,1690.0499999999993
sift1m,8,navigation_k,1.0,100,1,4,100,0.9901666666666666,True,2.433777777777778,5.0,2734.318,2926.0499999999993
sift1m,8,navigation_k,2.0,200,1,4,200,0.9969111111111112,True,2.6866666666666665,5.0,4637.226555555556,5091.149999999998
sift1m,8,logical_shards,,8,1,4,100,0.9901666666666666,True,2.433777777777778,5.0,2734.318,2926.0499999999993
