all_methods_strict,confirmation_status,hash_all_case_name,hash_all_qps,hash_all_recall_at_k,hash_all_recall_delta,hash_all_recall_match_status,hash_all_vs_orion_recall_gap,hash_all_vs_simple_kmeans_recall_gap,method_count,nearest_methods,orion_case_name,orion_qps,orion_recall_at_k,orion_recall_delta,orion_recall_match_status,orion_vs_simple_kmeans_recall_gap,pairwise_recall_spread,pairwise_recall_window,pairwise_within_window,required_methods,simple_kmeans_case_name,simple_kmeans_qps,simple_kmeans_recall_at_k,simple_kmeans_recall_delta,simple_kmeans_recall_match_status,strict_same_recall,target_recall
True,strict,hash_all_r090_ef37,1284.6668254965957,0.9004666666666666,0.00046666666666661527,strict,0.0021999999999999797,0.00046666666666661527,3,,orion_r090_u48_b48_f14_g7,1462.1342877096647,0.9026666666666666,0.002666666666666595,strict,0.0017333333333333645,0.0021999999999999797,0.003,True,"hash_all,orion,simple_kmeans",simple_r090_n19_ef109_g11,978.8290404600539,0.9009333333333333,0.0009333333333332305,strict,True,0.9
True,strict,hash_all_r095_ef71,960.6043873215089,0.9506,0.0006000000000000449,strict,0.0011666666666665382,0.00039999999999995595,3,,orion_r095_u112_b64_f16_g8,1001.0351445310539,0.9517666666666665,0.0017666666666665831,strict,0.0007666666666665822,0.0011666666666665382,0.003,True,"hash_all,orion,simple_kmeans",simple_r095_n26_ef210_g10,581.7943909510519,0.951,0.0010000000000000009,strict,True,0.95
