commit,case,target_recall,recall_at_10,qps,qps_stdev,batch_p50_ms,batch_p50_ms_stdev,batch_p95_ms,batch_p95_ms_stdev,batch_p99_ms,batch_p99_ms_stdev,visited_shards,ef_sum_per_query,warmup_queries,timed_queries,batch_size,repeats,artifact_validation,placement_valid,wire_version,peer_premerge_shards_per_rpc
8cb09227bc3ba23581f1f3de087af0cb6fc2b6cd,orion_r095_u112_b64_f16_g8,0.95,0.9517666666666665,989.0023270180272,3.3807934386962812,201.08237369762114,1.4320197060828808,209.46061084978282,3.5235837012187092,210.11016642364362,3.8698111272604034,18.549333333333333,3146.368,500,3000,200,3,verified,True,2,8
