baseline_commit,candidate_commit,target_recall,query_count,cpu,sequence,baseline_binary_sha256,candidate_binary_sha256,baseline_mean_s,baseline_stdev_s,candidate_mean_s,candidate_stdev_s,candidate_minus_baseline_pct,paired_mean_difference_s,all_pairs_candidate_faster,aggregate_route_sha256
88a4be980fb1500dfd6ed7351dc07bd338b0f18d,8cb09227bc3ba23581f1f3de087af0cb6fc2b6cd,0.95,10000,9,A-B-B-A-B-A-A-B-A-B-B-A,6c1573c415e5e898a633eccbb23fd7e9f7732401102f2e5dc46224b530b11bb7,33dd0fdfe8efd15846006d1c0909f37db6edd7e3295281d2b34fd9f7cf5ad453,8.529353724462757,0.055013422077313266,7.033017513672045,0.05669347494604798,-17.543371504210448,-1.4963362107907112,True,af86295971df9059f289febdc80ed149180e51403245f1ff128067e38cfbfd86
