candidate_type,nprobe,schedule_name,schedule,recall_at_k,qps,wall_s
adaptive_schedule_refine,44,sched_f_4_20_44__96_56_48,"[[4, 96], [20, 56], [44, 48]]",0.90328,317.9427287238457,31.4522053708788
adaptive_schedule_refine,44,sched_g_8_20_44__80_56_48,"[[8, 80], [20, 56], [44, 48]]",0.89659,292.4742924348992,34.19103920808993
adaptive_schedule_refine,44,sched_h_4_20_44__80_56_48,"[[4, 80], [20, 56], [44, 48]]",0.89313,306.36049461640795,32.64128429000266
adaptive_schedule_refine,44,sched_i_4_20_44__96_56_40,"[[4, 96], [20, 56], [44, 40]]",0.90279,362.67636647922905,27.572791955200955
adaptive_schedule_refine,44,sched_j_4_16_32_44__96_64_56_48,"[[4, 96], [16, 64], [32, 56], [44, 48]]",0.90594,302.006964940655,33.11181913292967
