collection_name,ground_truth_source,evaluated_queries,exact_latency_queries,m,ef_construct,query_ef,full_scan_threshold,indexing_threshold,top_k,exact_latency_mean_ms,exact_latency_p50_ms,exact_latency_p95_ms,approx_latency_mean_ms,approx_latency_p50_ms,approx_latency_p95_ms,approx_server_time_mean_ms,recall_at_k_mean,recall_at_k_stddev,hit_at_1_mean,build_secs,wait_index_secs,indexed_vectors_count,points_count,segments_count,ram_data_size,disk_data_size
pressure16_glove_200_angular_d200_n1183514_s1_m32_efc100_fs10,hdf5_neighbors,100,20,32,100,100,10,10,10,93.15469873836264,91.65277204010636,93.97147711133586,3.4771044831722975,3.438905579969287,4.119916388299316,1.34238609,0.805,0.2772634126602354,0.82,295.3189026429318,27.36191189312376,1183514,1183514,2,,
