upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,20,1,1000,10,0.8555,405.61018477608275,2.465421327011427,17.378,110.107,55.962999194383706,10,1.0
100,20,2,1000,10,0.8881,401.9607528143339,2.487805073003983,17.378,110.107,91.92599838876741,10,1.0
100,20,3,1000,10,0.9085,376.8842342362195,2.6533346560026985,17.378,110.107,127.88899758315111,10,1.0
100,24,1,1000,10,0.8592,410.168289449331,2.438023673996213,17.378,110.107,59.962999194383706,10,1.0
100,24,2,1000,10,0.8916,386.7946723817474,2.5853510180022568,17.378,110.107,95.92599838876741,10,1.0
100,24,3,1000,10,0.9099,360.61324784002136,2.7730539740005042,17.378,110.107,131.8889975831511,10,1.0
100,28,1,1000,10,0.8646,420.7634945995317,2.3766320339927915,17.378,110.107,63.962999194383706,10,1.0
100,28,2,1000,10,0.8958,399.25663987303597,2.504654650998418,17.378,110.107,99.92599838876741,10,1.0
100,28,3,1000,10,0.9115,357.1008183415475,2.800329623001744,17.378,110.107,135.8889975831511,10,1.0
100,32,1,1000,10,0.8702,415.4610609867397,2.4069644400005927,17.378,110.107,67.9629991943837,10,1.0
100,32,2,1000,10,0.8981,396.30847579759273,2.523286936993827,17.378,110.107,103.92599838876741,10,1.0
100,32,3,1000,10,0.9142,363.5744695117578,2.7504681540012825,17.378,110.107,139.8889975831511,10,1.0
100,40,1,1000,10,0.8799,422.820417932725,2.3650702699960675,17.378,110.107,75.9629991943837,10,1.0
100,40,2,1000,10,0.9022,384.4315739811461,2.601243154000258,17.378,110.107,111.92599838876741,10,1.0
100,40,3,1000,10,0.9178,356.8804409168083,2.8020588559884345,17.378,110.107,147.8889975831511,10,1.0
100,48,1,1000,10,0.8871,414.30233147208594,2.4136962890042923,17.378,110.107,83.9629991943837,10,1.0
100,48,2,1000,10,0.9069,387.92914414794336,2.577790338997147,17.378,110.107,119.92599838876741,10,1.0
100,48,3,1000,10,0.9219,342.11478993055715,2.922995524990256,17.378,110.107,155.8889975831511,10,1.0
