upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard,search_batch_calls,avg_search_requests_per_query
100,64,6,10000,10,0.9004,411.8521498874197,24.280557969002984,17.1822,109.7259,102.74751196005168,100,1.0
