run,upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
1,0,37,0,10000,10,0.90129,560.9428623356874,17.827127630007453,45.0,0.0,37.0
2,0,37,0,10000,10,0.90129,563.7270413405297,17.739081624007667,45.0,0.0,37.0
3,0,37,0,10000,10,0.90129,561.0410892052878,17.824006462993566,45.0,0.0,37.0
