collection_name,create_secs,upsert_secs,wait_index_secs,total_build_secs,points_count,indexed_vectors_count,segments_count,ram_data_size,disk_data_size,optimizer_status
pressure16sweep_glove_200_angular_d200_n1183514_s16_m32_efc100_fs10,0.09126230399124324,242.29563144105487,12.177808777196333,254.56470252224244,1183514,1183514,32,,,ok
