upper_k,base_ef,factor,query_count,top_k,recall_at_k,qps,wall_s,avg_visited_shards,avg_upper_hits,avg_assigned_ef_per_visited_shard
100,20,4,100,10,0.894,206.46790862310522,0.4843367701396346,15.58,100.0,45.67394094993581
100,20,8,100,10,0.916,156.06734782991865,0.6407490188721567,15.58,100.0,71.34788189987162
100,28,4,100,10,0.901,190.51035129641286,0.5249058611225337,15.58,100.0,53.67394094993581
100,28,8,100,10,0.925,161.96608189167614,0.6174132190644741,15.58,100.0,79.34788189987162
150,20,4,100,10,0.913,148.29830801598374,0.6743165268562734,19.17,150.0,51.298904538341155
150,20,8,100,10,0.936,118.0171848887473,0.8473342258948833,19.17,150.0,82.59780907668231
150,28,4,100,10,0.92,138.75596528511502,0.7206897360738367,19.17,150.0,59.298904538341155
150,28,8,100,10,0.941,119.03331988351891,0.8401009070221335,19.17,150.0,90.59780907668231
